S.No.,State Code,State Name,District Code,District Name,Sub-district Code,Sub-district Version,Sub-district Name,Census 2001 code,Census 2011 code
352,10,BIHAR,191,BEGUSARAI,1310,1,Bachhwara,7,01310
353,36,TELANGANA,700,MEDCHAL MALKAJGIRI,6315,1,Bachupally,,00000
354,21,ODISHA,356,JAJAPUR,2982,1,Badachana,9,02982
355,21,ODISHA,354,GANJAM,3077,1,BADAGADA,6,03077
356,23,MADHYA PRADESH,398,CHHATARPUR,3431,1,Bada Malhera,0,03431
357,21,ODISHA,350,CUTTACK,2946,1,Badamba,16,02946
358,29,KARNATAKA,524,BAGALKOTE,5446,6,Badami,4,05446
359,21,ODISHA,365,MAYURBHANJ,2866,1,Badampahar,6,02866
360,28,ANDHRA PRADESH,521,VIZIANAGARAM,4820,1,Badangi,14,04820
361,18,ASSAM,293,KARIMGANJ,2102,1,Badarpur,2,02102
362,23,MADHYA PRADESH,432,SHIVPURI,3412,2,Badarwas,0,03412
363,2,HIMACHAL PRADESH,25,SOLAN,162,4,Baddi,0,00162
364,22,CHHATTISGARH,376,DANTEWADA,6509,1,BADE BACHELI,,00000
365,22,CHHATTISGARH,643,KONDAGAON,3356,2,Bade Rajpur,1,03356
366,8,RAJASTHAN,117,UDAIPUR,6903,2,Badgaon,,00000
367,23,MADHYA PRADESH,434,TIKAMGARH,6998,1,Badgaon Dhasan,,00000
368,6,HARYANA,701,CHARKI DADRI,403,2,Badhra,6,00403
369,23,MADHYA PRADESH,421,RAISEN,3595,6,Badi,0,03595
370,6,HARYANA,60,FARIDABAD,6407,2,Badkhal,,00000
371,9,UTTAR PRADESH,152,JAUNPUR,982,1,Badlapur,2,00982
372,6,HARYANA,64,JHAJJAR,6444,1,Badli,,00000
373,21,ODISHA,357,JHARSUGUDA,2777,1,Badmal,7,02777
374,23,MADHYA PRADESH,435,UJJAIN,3514,1,Badnagar,7,03514
375,27,MAHARASHTRA,479,JALNA,4128,1,Badnapur,4,04128
376,23,MADHYA PRADESH,403,DHAR,3532,1,Badnawar,1,03532
377,8,RAJASTHAN,92,BHILWARA,6066,1,Badnor,,00000
378,23,MADHYA PRADESH,667,AGAR MALWA,3517,2,Badod,3,03517
379,23,MADHYA PRADESH,431,SHEOPUR,3383,2,Badoda,0,03383
380,23,MADHYA PRADESH,401,DATIA,7001,6,Badoni,,00000
381,6,HARYANA,62,GURUGRAM,6421,1,Badshahpur ST,,00000
382,19,WEST BENGAL,303,24 PARAGANAS NORTH,2328,1,Baduria,13,02328
383,28,ANDHRA PRADESH,504,Y.S.R.,5210,1,Badvel,12,05210
384,23,MADHYA PRADESH,413,KATNI,3623,2,Badwara,0,03623
385,2,HIMACHAL PRADESH,22,MANDI,186,6,Bagachnogi,10,00186
386,10,BIHAR,211,PASHCHIM CHAMPARAN,1019,1,Bagaha,7,01019
387,29,KARNATAKA,524,BAGALKOTE,5447,1,Bagalkot,5,05447
388,18,ASSAM,616,BAKSA,2139,3,Baganpara (Pt),1,02139
389,24,GUJARAT,439,AMRELI,3844,1,Bagasara,6,03844
390,22,CHHATTISGARH,385,MAHASAMUND,3343,1,Bagbahra,0,03343
391,19,WEST BENGAL,303,24 PARAGANAS NORTH,2316,1,Bagda,1,02316
392,29,KARNATAKA,630,CHIKKABALLAPURA,5598,1,Bagepalli,4,05598
393,5,UTTARAKHAND,46,BAGESHWAR,323,5,Bageshwar,0,00323
394,3,PUNJAB,38,MOGA,232,1,Bagha Purana,0002,00232
395,18,ASSAM,280,BARPETA,2020,1,Baghbor,3,02020
396,17,MEGHALAYA,277,SOUTH GARO HILLS,1977,1,Baghmara,2,01977
397,20,JHARKHAND,325,DHANBAD,2582,1,Baghmara-Cum-Katras,3,02582
398,9,UTTAR PRADESH,124,BAGHPAT,736,2,Baghpat,2,00736
399,13,NAGALAND,250,WOKHA,1783,1,Baghty,4,01783
400,22,CHHATTISGARH,380,JASHPUR,3255,1,Bagicha,1,03255
401,8,RAJASTHAN,88,BANSWARA,653,5,Bagidora,4,00653
402,27,MAHARASHTRA,487,NASHIK,4145,1,Baglan,4,04145
403,23,MADHYA PRADESH,402,DEWAS,3529,2,Bagli,5,03529
404,19,WEST BENGAL,321,PURULIA,2392,1,Bagmundi,15,02392
405,19,WEST BENGAL,313,HOWRAH,2408,1,Bagnan - I,11,02408
406,19,WEST BENGAL,313,HOWRAH,2409,1,Bagnan - II,12,02409
407,20,JHARKHAND,329,GIRIDIH,2541,1,Bagodar,10,02541
408,8,RAJASTHAN,104,JALORE,589,1,Bagora,5,00589
409,12,ARUNACHAL PRADESH,243,WEST SIANG,6588,3,Bagra Circle,,00000
410,18,ASSAM,294,KOKRAJHAR,2005,4,Bagribari (Pt),4,02005
411,2,HIMACHAL PRADESH,22,MANDI,7174,7,Bagshad,,00000
412,5,UTTARAKHAND,45,ALMORA,6341,5,Bagwalipokhar,,00000
413,9,UTTAR PRADESH,118,AGRA,770,1,Bah,6,00770
414,10,BIHAR,203,KISHANGANJ,1125,1,Bahadurganj,5,01125
415,6,HARYANA,64,JHAJJAR,408,3,Bahadurgarh,2,00408
416,10,BIHAR,195,DARBHANGA,1189,1,Bahadurpur,9,01189
417,23,MADHYA PRADESH,391,ASHOKNAGAR,6978,4,Bahadurpur,,00000
418,36,TELANGANA,507,HYDERABAD,4508,1,Bahadurpura,13,04508
419,21,ODISHA,365,MAYURBHANJ,2859,1,Bahalda,2,02859
420,6,HARYANA,59,BHIWANI,6432,1,Bahal ST,,00000
421,20,JHARKHAND,327,EAST SINGHBUM,2614,1,Baharagora,9,02614
422,23,MADHYA PRADESH,433,SIDHI,6072,1,Bahari,,00000
423,9,UTTAR PRADESH,130,BAREILLY,784,1,Baheri,1,00784
424,10,BIHAR,195,DARBHANGA,1192,1,Baheri,12,01192
425,6,HARYANA,619,PALWAL,6479,1,Bahin ST,,00000
426,23,MADHYA PRADESH,413,KATNI,3625,3,Bahoriband,3,03625
427,34,PUDUCHERRY,600,PONDICHERRY,5912,1,Bahour Taluk,5,05912
428,9,UTTAR PRADESH,125,BAHRAICH,921,17,Bahraich,3,00921
429,1,JAMMU AND KASHMIR,5,JAMMU,6707,5,Bahu,,00000
430,21,ODISHA,350,CUTTACK,2947,1,Baidyeswar,15,02947
431,23,MADHYA PRADESH,392,BALAGHAT,3674,8,Baihar,5,03674
432,2,HIMACHAL PRADESH,18,KANGRA,112,20,Baijnath,18,00112
433,10,BIHAR,197,GOPALGANJ,1228,1,Baikunthpur,14,01228
434,22,CHHATTISGARH,384,KOREA,3232,1,Baikunthpur,2,03232
435,29,KARNATAKA,527,BELAGAVI,5440,6,Bailahongala,8,05440
436,29,KARNATAKA,549,UDUPI,7066,2,BAINDURU,,00000
437,23,MADHYA PRADESH,432,SHIVPURI,6534,2,Bairad,,00000
438,28,ANDHRA PRADESH,503,CHITTOOR,5423,1,Baireddipalle,57,05423
439,10,BIHAR,221,SITAMARHI,1063,1,Bairgania,1,01063
440,9,UTTAR PRADESH,126,BALLIA,980,1,Bairia,6,00980
441,10,BIHAR,211,PASHCHIM CHAMPARAN,1029,1,Bairia,17,01029
442,10,BIHAR,214,PURNIA,1139,1,Baisa,12,01139
443,10,BIHAR,214,PURNIA,1140,1,Baisi,13,01140
444,21,ODISHA,365,MAYURBHANJ,2880,1,Baisinga,18,02880
445,23,MADHYA PRADESH,404,DINDORI,6071,1,BAJAG,,00000
446,18,ASSAM,739,BAJALI,2024,4,Bajali (Pt),6,02024
447,17,MEGHALAYA,656,NORTH GARO HILLS,6544,3,Bajengdoba,,00000
448,8,RAJASTHAN,93,BIKANER,6913,2,Bajju,,00000
449,23,MADHYA PRADESH,423,RATLAM,3505,1,Bajna,5,03505
450,10,BIHAR,221,SITAMARHI,1075,1,Bajpatti,13,01075
451,5,UTTARAKHAND,56,UDAM SINGH NAGAR,348,1,Bajpur,0,00348
452,8,RAJASTHAN,105,JHALAWAR,6666,1,Bakani,,00000
453,22,CHHATTISGARH,374,BASTAR,3364,1,Bakavand,4,03364
454,10,BIHAR,191,BEGUSARAI,1316,1,Bakhri,13,01316
455,10,BIHAR,212,PATNA,1414,1,Bakhtiarpur,17,01414
456,9,UTTAR PRADESH,162,LUCKNOW,820,1,Bakshi Ka Talab,2,00820
457,3,PUNJAB,40,Shahid Bhagat Singh Nagar,219,1,Balachaur,2,00219
458,19,WEST BENGAL,312,HOOGHLY,2345,1,Balagarh,8,02345
459,23,MADHYA PRADESH,392,BALAGHAT,3672,2,Balaghat,3,03672
460,1,JAMMU AND KASHMIR,10,POONCH,6778,1,Balakote,,00000
461,36,TELANGANA,700,MEDCHAL MALKAJGIRI,4517,3,Balanagar,6,04517
462,36,TELANGANA,512,MAHABUBNAGAR,4557,2,Balanagar,9,04557
463,21,ODISHA,345,BALANGIR,3142,1,Balangir,11,03142
464,36,TELANGANA,518,RANGA REDDY,6323,1,Balapur,,00000
465,27,MAHARASHTRA,467,AKOLA,3990,1,Balapur,3,03990
466,21,ODISHA,346,BALESHWAR,2900,1,Balaramgadi Marine,9,02900
467,19,WEST BENGAL,321,PURULIA,2393,1,Balarampur,16,02393
468,24,GUJARAT,669,Mahisagar,3871,2,Balasinor,3,03871
469,28,ANDHRA PRADESH,515,SPSR NELLORE,5188,1,Balayapalle,36,05188
470,23,MADHYA PRADESH,434,TIKAMGARH,3421,1,Baldeogarh,5,03421
471,9,UTTAR PRADESH,185,SULTANPUR,6868,6,Baldirai,,00000
472,2,HIMACHAL PRADESH,22,MANDI,131,9,Baldwara,8,00131
473,12,ARUNACHAL PRADESH,242,WEST KAMENG,6564,2,Balemu Circle,,00000
474,8,RAJASTHAN,107,JODHPUR,6049,9,Balesar,,00000
475,21,ODISHA,346,BALESHWAR,2909,1,Baleshwar (M),1,02909
476,21,ODISHA,346,BALESHWAR,2897,1,Baleshwar Sadar,0,02897
477,5,UTTARAKHAND,55,TEHRI GARHWAL,6374,5,Balganga,,00000
478,2,HIMACHAL PRADESH,22,MANDI,6947,14,Balh,,00000
479,8,RAJASTHAN,111,PALI,605,1,Bali,9,00605
480,10,BIHAR,191,BEGUSARAI,1319,1,Balia,16,01319
481,21,ODISHA,362,KHORDHA,3042,1,Balianta,7,03042
482,21,ODISHA,346,BALESHWAR,2893,1,Baliapal,4,02893
483,20,JHARKHAND,325,DHANBAD,2586,1,Baliapur,7,02586
484,21,ODISHA,356,JAJAPUR,2983,1,Balichandrapur,8,02983
485,2,HIMACHAL PRADESH,22,MANDI,135,7,Bali Chowki,12,00135
486,21,ODISHA,359,KANDHAMAL,3119,1,Baliguda,9,03119
487,18,ASSAM,287,GOALPARA,2014,1,Balijana,2,02014
488,12,ARUNACHAL PRADESH,237,PAPUM PARE,1592,9,Balijan ADC,1,01592
489,28,ANDHRA PRADESH,521,VIZIANAGARAM,4815,1,Balijipeta,9,04815
490,21,ODISHA,355,JAGATSINGHAPUR,2943,1,Balikuda,5,02943
491,21,ODISHA,352,DHENKANAL,2996,1,Balimi,6,02996
492,21,ODISHA,362,KHORDHA,3043,1,Balipatna,8,03043
493,36,TELANGANA,516,NIZAMABAD,4361,3,Balkonda,5,04361
494,6,HARYANA,60,FARIDABAD,426,6,Ballabgarh,2,00426
495,6,HARYANA,67,KARNAL,6452,1,Ballah ST,,00000
496,29,KARNATAKA,528,BALLARI,5500,6,Ballari,5,05500
497,27,MAHARASHTRA,473,CHANDRAPUR,4074,1,Ballarpur,11,04074
498,9,UTTAR PRADESH,126,BALLIA,978,1,Ballia,4,00978
499,28,ANDHRA PRADESH,517,PRAKASAM,5105,1,Ballikurava,9,05105
500,19,WEST BENGAL,313,HOWRAH,2403,1,Bally Jagachha,6,02403
501,36,TELANGANA,694,NAGARKURNOOL,4597,2,Balmoor,49,04597
502,22,CHHATTISGARH,646,BALOD,3321,2,Balod,0,03321
503,22,CHHATTISGARH,379,JANJGIR-CHAMPA,3279,1,Baloda,0,03279
504,22,CHHATTISGARH,644,BALODA BAZAR,3326,2,Baloda Bazar,3,03326
505,10,BIHAR,201,KATIHAR,1146,1,Balrampur,5,01146
506,22,CHHATTISGARH,649,BALRAMPUR,3237,2,Balrampur,0,03237
507,9,UTTAR PRADESH,127,BALRAMPUR,925,1,Balrampur,1,00925
508,6,HARYANA,63,HISAR,6442,1,Balsamand ST,,00000
509,21,ODISHA,362,KHORDHA,3053,1,Balugaon,13,03053
510,20,JHARKHAND,335,LATEHAR,2640,1,Balumath,18,02640
511,19,WEST BENGAL,310,DINAJPUR DAKSHIN,2204,1,Balurghat,5,02204
512,19,WEST BENGAL,316,MALDAH,2215,1,Bamangola,8,02215
513,8,RAJASTHAN,113,SAWAI MADHOPUR,527,1,Bamanwas,2,00527
514,21,ODISHA,361,KENDUJHAR,2838,1,Bamebari,5,02838
515,12,ARUNACHAL PRADESH,231,EAST KAMENG,1586,4,Bameng ADC,6,01586
516,23,MADHYA PRADESH,417,MORENA,7112,3,Bamor,,00000
517,23,MADHYA PRADESH,406,GUNA,3678,1,Bamori,0,03678
518,21,ODISHA,346,BALESHWAR,2901,1,Bampada,11,02901
519,12,ARUNACHAL PRADESH,231,EAST KAMENG,6102,3,Bana EAC,,00000
520,28,ANDHRA PRADESH,511,KURNOOL,5288,1,Banaganapalle,39,05288
521,21,ODISHA,357,JHARSUGUDA,2773,1,Banaharapali,4,02773
522,21,ODISHA,362,KHORDHA,3054,1,Banapur,14,03054
523,19,WEST BENGAL,314,JALPAIGURI,7118,1,BANARHAT,,00000
524,21,ODISHA,344,ANUGUL,3010,1,Banarpal,11,03010
525,23,MADHYA PRADESH,425,SAGAR,3446,1,Banda,3,03446
526,9,UTTAR PRADESH,128,BANDA,871,4,Banda,1,00871
527,12,ARUNACHAL PRADESH,237,PAPUM PARE,6603,1,Banderdewa Circle,,00000
528,20,JHARKHAND,343,WEST SINGHBHUM,2730,1,Bandgaon,2,02730
529,23,MADHYA PRADESH,436,UMARIA,3482,6,Bandhogarh,1,03482
530,21,ODISHA,363,KORAPUT,3205,1,Bandhugaon,6,03205
531,28,ANDHRA PRADESH,511,KURNOOL,5283,1,Bandi Atmakur,34,05283
532,1,JAMMU AND KASHMIR,623,BANDIPORA,41,5,Bandipora,2,00041
533,36,TELANGANA,507,HYDERABAD,4509,1,Bandlaguda,14,04509
534,10,BIHAR,208,MUZAFFARPUR,1210,1,Bandra,12,01210
535,21,ODISHA,373,SUNDARGARH,2830,1,Banei,26,02830
536,18,ASSAM,298,NALBARI,2137,1,Banekuchi,4,02137
537,8,RAJASTHAN,92,BHILWARA,630,1,Banera,4,00630
538,3,PUNJAB,40,Shahid Bhagat Singh Nagar,5993,1,BANGA,,00000
539,2,HIMACHAL PRADESH,26,UNA,149,13,Bangana,3,00149
540,5,UTTARAKHAND,53,PITHORAGARH,6356,15,Bangapani,,00000
541,29,KARNATAKA,542,KOLAR,5593,17,Bangarapet,10,05593
542,9,UTTAR PRADESH,186,UNNAO,6160,3,BANGARMAU,,00000
543,28,ANDHRA PRADESH,503,CHITTOOR,5429,1,Bangarupalem,63,05429
544,21,ODISHA,365,MAYURBHANJ,2875,1,Bangiriposi,8,02875
545,21,ODISHA,345,BALANGIR,3150,1,Bangomunda,5,03150
546,1,JAMMU AND KASHMIR,7,KATHUA,29,1,Bani,2,00029
547,10,BIHAR,218,SARAN,1252,1,Baniapur,5,01252
548,21,ODISHA,367,NAYAGARH,3024,1,Banigochha,1,03024
549,1,JAMMU AND KASHMIR,621,RAMBAN,66,8,Banihal,1,00066
550,2,HIMACHAL PRADESH,20,KULLU,120,3,Banjar,4,00120
551,10,BIHAR,213,PURBI CHAMPARAN,1035,1,Banjaria,5,01035
552,10,BIHAR,190,BANKA,1350,1,Banka,6,01350
553,10,BIHAR,213,PURBI CHAMPARAN,1037,1,Bankatwa,7,01037
554,10,BIHAR,196,GAYA,1500,1,Banke Bazar,14,01500
555,23,MADHYA PRADESH,409,HOSHANGABAD,3619,1,Bankhedi,7,03619
556,21,ODISHA,350,CUTTACK,2948,1,Banki,0014,02948
557,19,WEST BENGAL,305,BANKURA,2361,1,Bankura - I,6,02361
558,19,WEST BENGAL,305,BANKURA,2362,1,Bankura - II,7,02362
559,10,BIHAR,216,SAHARSA,1180,1,Banma Itahri,10,01180
560,10,BIHAR,214,PURNIA,1128,1,Banmankhi,1,01128
561,20,JHARKHAND,342,SIMDEGA,2727,1,Bano,18,02727
562,21,ODISHA,348,BHADRAK,2920,1,Bansada,9,02920
563,24,GUJARAT,453,NAVSARI,3926,1,Bansda,5,03926
564,9,UTTAR PRADESH,126,BALLIA,979,1,Bansdih,5,00979
565,9,UTTAR PRADESH,148,GORAKHPUR,952,9,Bansgaon,5,00952
566,9,UTTAR PRADESH,182,SIDDHARTH NAGAR,934,1,Bansi,3,00934
567,19,WEST BENGAL,310,DINAJPUR DAKSHIN,2206,1,Bansihari,7,02206
568,20,JHARKHAND,342,SIMDEGA,2726,1,Bansjor,0,02726
569,8,RAJASTHAN,87,ALWAR,500,3,Bansur,8,00500
570,36,TELANGANA,685,KAMAREDDY,4383,2,Banswada,27,04383
571,8,RAJASTHAN,88,BANSWARA,652,4,Banswara,3,00652
572,21,ODISHA,348,BHADRAK,2911,1,Bant,2,02911
573,21,ODISHA,344,ANUGUL,3021,1,Bantala,13,03021
574,28,ANDHRA PRADESH,510,KRISHNA,5019,1,Bantumilli,30,05019
575,29,KARNATAKA,534,DAKSHINA KANNADA,5562,1,Bantval,2,05562
576,36,TELANGANA,698,VIKARABAD,4532,3,Bantwaram,21,04532
577,8,RAJASTHAN,107,JODHPUR,6047,8,Baori,,00000
578,8,RAJASTHAN,107,JODHPUR,6048,15,Bap,,00000
579,28,ANDHRA PRADESH,506,GUNTUR,5093,1,Bapatla,54,05093
580,8,RAJASTHAN,107,JODHPUR,6916,8,Bapini,,00000
581,6,HARYANA,71,PANIPAT,6462,1,Bapoli,,00000
582,28,ANDHRA PRADESH,510,KRISHNA,5004,1,Bapulapadu,15,05004
583,9,UTTAR PRADESH,120,PRAYAGRAJ,891,1,Bara,0004,00891
584,19,WEST BENGAL,704,PASCHIM BARDHAMAN,2269,2,Barabani,2,02269
585,19,WEST BENGAL,321,PURULIA,2394,1,Barabazar,17,02394
586,10,BIHAR,196,GAYA,1510,1,Barachatti,24,01510
587,21,ODISHA,373,SUNDARGARH,2812,1,Baragaon,8,02812
588,10,BIHAR,190,BANKA,1349,1,Barahat,5,01349
589,10,BIHAR,204,LAKHISARAI,1365,1,Barahiya,1,01365
590,23,MADHYA PRADESH,421,RAISEN,3594,1,Baraily,5,03594
591,5,UTTARAKHAND,48,CHAMPAWAT,6377,4,Barakot,,00000
592,18,ASSAM,616,BAKSA,5935,3,Barama Pt,,00000
593,27,MAHARASHTRA,490,PUNE,4199,1,Baramati,13,04199
594,22,CHHATTISGARH,386,RAIGARH,3271,1,Baramkela,0,03271
595,1,JAMMU AND KASHMIR,3,BARAMULLA,35,13,Baramulla,6,00035
596,8,RAJASTHAN,89,BARAN,672,1,Baran,3,00672
597,21,ODISHA,350,CUTTACK,2951,1,Barang,11,02951
598,21,ODISHA,347,BARGARH,2763,1,Barapali,9,02763
599,6,HARYANA,58,AMBALA,360,1,Barara,3,00360
600,10,BIHAR,201,KATIHAR,1153,1,Barari,12,01153
601,19,WEST BENGAL,303,24 PARAGANAS NORTH,2325,1,Barasat - I,10,02325
602,19,WEST BENGAL,303,24 PARAGANAS NORTH,2326,1,Barasat - II,11,02326
603,10,BIHAR,197,GOPALGANJ,1226,1,Barauli,12,01226
604,10,BIHAR,191,BEGUSARAI,1312,1,Barauni,9,01312
605,9,UTTAR PRADESH,124,BAGHPAT,735,1,Baraut,1,00735
606,18,ASSAM,298,NALBARI,2135,2,Barbhag,6,02135
607,10,BIHAR,219,SHEIKHPURA,1372,1,Barbigha,1,01372
608,21,ODISHA,361,KENDUJHAR,2834,1,Barbil,4,02834
609,1,JAMMU AND KASHMIR,625,SHOPIAN,6798,3,Barbugh,,00000
610,30,GOA,551,NORTH GOA,5610,1,Bardez,2,05610
611,20,JHARKHAND,328,GARHWA,2500,1,Bardiha,0,02500
612,24,GUJARAT,459,SURAT,3940,1,Bardoli,12,03940
613,9,UTTAR PRADESH,130,BAREILLY,787,1,Bareilly,4,00787
614,21,ODISHA,347,BARGARH,2765,1,Bargarh,11,02765
615,20,JHARKHAND,328,GARHWA,6329,1,BARGARH,,00000
616,21,ODISHA,347,BARGARH,2766,1,Bargarh Sadar,11,02766
617,23,MADHYA PRADESH,428,SEONI,3665,1,Barghat,5,03665
618,33,TAMIL NADU,577,KRISHNAGIRI,6613,1,Bargur,,00000
619,10,BIHAR,212,PATNA,1417,1,Barh,20,01417
620,20,JHARKHAND,340,SAHEBGANJ,2567,1,Barhait,4,02567
621,9,UTTAR PRADESH,137,DEORIA,961,2,Barhaj,3,00961
622,10,BIHAR,194,BUXAR,1437,1,Barhampur,3,01437
623,10,BIHAR,193,BHOJPUR,1423,1,Barhara,2,01423
624,10,BIHAR,214,PURNIA,1129,1,Barhara,2,01129
625,10,BIHAR,222,SIWAN,1231,1,Barharia,3,01231
626,20,JHARKHAND,340,SAHEBGANJ,2572,1,Barharwa,9,02572
627,10,BIHAR,198,JAMUI,1528,1,Barhat,4,01528
628,20,JHARKHAND,332,HAZARIBAGH,2645,1,Barhi,2,02645
629,23,MADHYA PRADESH,413,KATNI,3622,2,Barhi,0,03622
630,8,RAJASTHAN,98,DHOLPUR,516,1,Bari,2,00516
631,21,ODISHA,361,KENDUJHAR,2841,1,Baria,7,02841
632,10,BIHAR,207,MUNGER,1357,1,Bariarpur,2,01357
633,1,JAMMU AND KASHMIR,624,SAMBA,6720,1,Bari Brahamana,,00000
634,21,ODISHA,365,MAYURBHANJ,2888,2,Baripada (M),0,02888
635,21,ODISHA,365,MAYURBHANJ,2872,1,Baripada Sadar,12,02872
636,21,ODISHA,365,MAYURBHANJ,2873,2,Baripada Town,13,02873
637,21,ODISHA,356,JAJAPUR,2985,1,Bari - Ramachandrapur,7,02985
638,12,ARUNACHAL PRADESH,241,UPPER SUBANSIRI,1620,3,Baririjo Circle,11,01620
639,8,RAJASTHAN,95,CHITTORGARH,664,1,Bari Sadri,11,00664
640,20,JHARKHAND,335,LATEHAR,2641,1,Bariyatu,0,02641
641,19,WEST BENGAL,305,BANKURA,2363,1,Barjora,8,02363
642,20,JHARKHAND,332,HAZARIBAGH,2657,1,Barkagaon,10,02657
643,20,JHARKHAND,332,HAZARIBAGH,2650,1,Barkatha,5,02650
644,18,ASSAM,298,NALBARI,2134,1,Barkhetri,5,02134
645,21,ODISHA,351,DEOGARH,2801,1,Barkot,2,02801
646,8,RAJASTHAN,90,BARMER,582,2,Barmer,6,00582
647,8,RAJASTHAN,90,BARMER,7131,1,Barmer Gramin,,00000
648,18,ASSAM,280,BARPETA,2018,3,Barnagar (Pt),1,02018
649,3,PUNJAB,605,BARNALA,275,1,Barnala,1,00275
650,5,UTTARAKHAND,57,UTTAR KASHI,6405,5,Barnigad,,00000
651,2,HIMACHAL PRADESH,18,KANGRA,102,15,Baroh,9,00102
652,18,ASSAM,280,BARPETA,2022,1,Barpeta,4,02022
653,19,WEST BENGAL,303,24 PARAGANAS NORTH,2323,1,Barrackpur - I,8,02323
654,19,WEST BENGAL,303,24 PARAGANAS NORTH,2324,1,Barrackpur - II,9,02324
655,21,ODISHA,365,MAYURBHANJ,2882,1,Barsahi,19,02882
656,2,HIMACHAL PRADESH,17,HAMIRPUR,144,7,Barsar,4,00144
657,27,MAHARASHTRA,496,SOLAPUR,4246,2,Barshi,3,04246
658,27,MAHARASHTRA,467,AKOLA,3994,1,Barshitakli,7,03994
659,10,BIHAR,201,KATIHAR,1147,1,Barsoi,6,01147
660,19,WEST BENGAL,304,24 PARAGANAS SOUTH,2422,1,Baruipur,11,02422
661,10,BIHAR,189,AURANGABAD,1482,1,Barun,7,01482
662,10,BIHAR,208,MUZAFFARPUR,1200,1,Baruraj (Motipur),2,01200
663,20,JHARKHAND,335,LATEHAR,2636,1,Barwadih,14,02636
664,23,MADHYA PRADESH,414,KHARGONE,3545,5,Barwaha,1,03545
665,24,GUJARAT,676,BOTAD,3786,2,Barwala,10,03786
666,6,HARYANA,63,HISAR,6440,2,Barwala,,00000
667,6,HARYANA,70,PANCHKULA,6460,1,Barwala ST,,00000
668,23,MADHYA PRADESH,393,BARWANI,3554,1,Barwani,1,03554
669,1,JAMMU AND KASHMIR,14,UDHAMPUR,6736,1,Basantgarh,,00000
670,19,WEST BENGAL,304,24 PARAGANAS SOUTH,2434,1,Basanti,23,02434
671,10,BIHAR,222,SIWAN,1234,1,Basantpur,2,01234
672,10,BIHAR,223,SUPAUL,1102,1,Basantpur,2,01102
673,36,TELANGANA,680,Nirmal,6205,2,Basar,,00000
674,12,ARUNACHAL PRADESH,724,LEPARADA,1636,6,Basar ADC,15,01636
675,29,KARNATAKA,529,BIDAR,5454,4,Basavakalyan,1,05454
676,29,KARNATAKA,530,VIJAYAPURA,5452,7,Basavana Bagevadi,4,05452
677,8,RAJASTHAN,98,DHOLPUR,515,2,Baseri,1,00515
678,20,JHARKHAND,330,GODDA,2560,1,Bashant Rai*,0,02560
679,36,TELANGANA,698,VIKARABAD,4535,2,Basheerabad,24,04535
680,20,JHARKHAND,331,GUMLA,2711,1,Basia,6,02711
681,19,WEST BENGAL,303,24 PARAGANAS NORTH,2329,1,Basirhat - I,14,02329
682,19,WEST BENGAL,303,24 PARAGANAS NORTH,2330,1,Basirhat - II,15,02330
683,18,ASSAM,616,BAKSA,2143,3,Baska,1,02143
684,27,MAHARASHTRA,477,HINGOLI,4115,1,Basmath,5,04115
685,22,CHHATTISGARH,385,MAHASAMUND,3339,1,Basna,1,03339
686,23,MADHYA PRADESH,437,VIDISHA,3573,1,Basoda,4,03573
687,1,JAMMU AND KASHMIR,7,KATHUA,28,4,Basohli,2,00028
688,10,BIHAR,206,MADHUBANI,1082,1,Basopatti,3,01082
689,6,HARYANA,63,HISAR,6408,2,Bass,,00000
690,8,RAJASTHAN,95,CHITTORGARH,7133,1,Bassi,,00000
691,8,RAJASTHAN,102,JAIPUR,549,2,Bassi,12,00549
692,3,PUNJAB,30,FATEHGARH SAHIB,220,1,Bassi Pathana,1,00220
693,21,ODISHA,346,BALESHWAR,2895,1,Basta,6,02895
694,22,CHHATTISGARH,374,BASTAR,3362,1,Bastanar,4,03362
695,22,CHHATTISGARH,374,BASTAR,3363,1,Bastar,4,03363
696,9,UTTAR PRADESH,131,BASTI,939,1,Basti,3,00939
697,21,ODISHA,348,BHADRAK,2915,1,Basudebpur,11,02915
698,5,UTTARAKHAND,54,RUDRA PRAYAG,6334,4,Basukedar,,00000
699,8,RAJASTHAN,97,DAUSA,533,5,Baswa,1,00533
700,3,PUNJAB,32,GURDASPUR,203,2,Batala,4,00203
701,28,ANDHRA PRADESH,502,ANANTAPUR,5337,1,Bathalapalle,34,05337
702,3,PUNJAB,28,BATHINDA,245,3,Bathinda,2,00245
703,10,BIHAR,221,SITAMARHI,1069,1,Bathnaha,7,01069
704,23,MADHYA PRADESH,400,DAMOH,3456,1,Batiyagarh,3,03456
705,1,JAMMU AND KASHMIR,621,RAMBAN,6761,1,Batote,,00000
706,22,CHHATTISGARH,389,SURGUJA,3253,1,Batouli,0,03253
707,21,ODISHA,349,BOUDH,3130,1,Baudh Sadar,4,03130
708,21,ODISHA,349,BOUDH,3129,1,Baunsuni,3,03129
709,10,BIHAR,190,BANKA,1355,1,Bausi,11,01355
710,27,MAHARASHTRA,480,KOLHAPUR,4288,1,Bavda,6,04288
711,24,GUJARAT,438,AHMADABAD,3784,1,Bavla,8,03784
712,6,HARYANA,72,REWARI,415,5,Bawal,3,00415
713,6,HARYANA,59,BHIWANI,397,1,Bawani Khera,1,00397
