Local Body Code,Local Body Version,Local Body Name (IN English),Local Body Name (In Local),Local Body Type Code,Local Body Type Name,Intermediate/Block Panchayat Code,District Panchayat Code,State Code,State Name (In English)
259259,2,LAKI -II,LAKI -II,11,Village Council,0,0,15,MIZORAM
261722,1,Lakkisury,,11,Village Council,0,0,15,MIZORAM
264561,1,Lallen,Lallen,11,Village Council,0,0,15,MIZORAM
264277,1,Lalnutui,Lalnutui,11,Village Council,0,0,15,MIZORAM
264157,1,Lamchhip,Lamchhip,11,Village Council,0,0,15,MIZORAM
264158,1,Lamherh,Lamherh,11,Village Council,0,0,15,MIZORAM
264419,1,Lamzawl,Lamzawl,11,Village Council,0,0,15,MIZORAM
261737,2,Lawngtlai II (Bazar Veng),,11,Village Council,0,0,15,MIZORAM
259531,1,Lawngtlai-III,Lawngtlai-III,11,Village Council,0,0,15,MIZORAM
261747,2,Lawngtlai IV (Chandmary - II),,11,Village Council,0,0,15,MIZORAM
261744,2,Lawngtlai IV (Chanmary - I),,11,Village Council,0,0,15,MIZORAM
261736,2,Lawngtlai I (Vengpui - I),,11,Village Council,0,0,15,MIZORAM
293845,1,Lawngtlai I (Vengpui - II),,11,Village Council,0,0,15,MIZORAM
264420,1,Leisenzo,Leisenzo,11,Village Council,0,0,15,MIZORAM
264278,3,Leite,Leite,11,Village Council,0,0,15,MIZORAM
264421,1,Leithum,Leithum,11,Village Council,0,0,15,MIZORAM
264159,1,Lenchim,Lenchim,11,Village Council,0,0,15,MIZORAM
264499,1,Leng,Leng,11,Village Council,0,0,15,MIZORAM
264160,1,Lengpui,Lengpui,11,Village Council,0,0,15,MIZORAM
264562,1,Lengte,Lengte,11,Village Council,0,0,15,MIZORAM
296349,1,Lianbuang (Bega Bekya),,11,Village Council,0,0,15,MIZORAM
264422,1,Lianpui,Lianpui,11,Village Council,0,0,15,MIZORAM
259214,2,LOBO - I,LOBO - I,11,Village Council,0,0,15,MIZORAM
259291,3,LOBO - II,LOBO - II,11,Village Council,0,0,15,MIZORAM
259266,2,LODAWH,LODAWH,11,Village Council,0,0,15,MIZORAM
261671,1,Longmasu,Lomasu,11,Village Council,0,0,15,MIZORAM
259596,1,Longpuighat,Longpuighat,11,Village Council,0,0,15,MIZORAM
264734,1,Longpuighat-II,Longpuighat-II,11,Village Council,0,0,15,MIZORAM
261667,2,Lorrain Ville,Lorrain Ville,11,Village Council,0,0,15,MIZORAM
264279,1,Luangmual,Luangmual,11,Village Council,0,0,15,MIZORAM
264563,1,Luangpawl,Luangpawl,11,Village Council,0,0,15,MIZORAM
264161,1,Luangpawn,Luangpawn,11,Village Council,0,0,15,MIZORAM
264735,1,Ludisora,Ludisora,11,Village Council,0,0,15,MIZORAM
264564,1,Luimawi,Luimawi,11,Village Council,0,0,15,MIZORAM
264280,1,Lungchem,Lungchem,11,Village Council,0,0,15,MIZORAM
264500,1,Lungchhuan,Lungchhuan,11,Village Council,0,0,15,MIZORAM
264641,2,Lungdai,Lungdai,11,Village Council,0,0,15,MIZORAM
264281,1,Lungdai South,Lungdai South,11,Village Council,0,0,15,MIZORAM
259532,1,Lunghauka,Lunghauka,11,Village Council,0,0,15,MIZORAM
264501,1,Lungkawlh,Lungkawlh,11,Village Council,0,0,15,MIZORAM
264282,1,Lunglawn,Lunglawn,11,Village Council,0,0,15,MIZORAM
264228,2,Lunglei Bazar Veng,Lunglei Bazar Veng,11,Village Council,0,0,15,MIZORAM
264241,2,Lunglei Chanmari,Lunglei Chanmari,11,Village Council,0,0,15,MIZORAM
264162,1,Lungleng – I,Lungleng – I,11,Village Council,0,0,15,MIZORAM
264283,1,Lungmawi,Lungmawi,11,Village Council,0,0,15,MIZORAM
264642,2,Lungmuat,Lungmuat,11,Village Council,0,0,15,MIZORAM
259627,2,Lungpher,,11,Village Council,0,0,15,MIZORAM
264502,1,Lungpho,Lungpho,11,Village Council,0,0,15,MIZORAM
264565,1,Lungphun,Lungphun,11,Village Council,0,0,15,MIZORAM
264423,1,Lungphunlian,Lungphunlian,11,Village Council,0,0,15,MIZORAM
264284,1,Lungpuitlang,Lungpuitlang,11,Village Council,0,0,15,MIZORAM
264285,1,Lungpuizawl,Lungpuizawl,11,Village Council,0,0,15,MIZORAM
259267,1,LUNGPUK,LUNGPUK,11,Village Council,0,0,15,MIZORAM
261627,1,Lungpuk II,Lopu II,11,Village Council,0,0,15,MIZORAM
261634,1,Lungpuk III,Lopu III,11,Village Council,0,0,15,MIZORAM
264286,7,Lungrang S,Lungrang S,11,Village Council,0,0,15,MIZORAM
264163,1,Lungsei,Lungsei,11,Village Council,0,0,15,MIZORAM
264287,5,Lungsen I,Lungsen I,11,Village Council,0,0,15,MIZORAM
264288,2,Lungsen II,Lungsen II,11,Village Council,0,0,15,MIZORAM
264164,1,Lungsum,Lungsum,11,Village Council,0,0,15,MIZORAM
264424,1,Lungtan,Lungtan,11,Village Council,0,0,15,MIZORAM
259628,1,Lungtian-I,Lungtian-I,11,Village Council,0,0,15,MIZORAM
261756,1,Lungtian II,,11,Village Council,0,0,15,MIZORAM
264425,2,Lungvar,Lungvar,11,Village Council,0,0,15,MIZORAM
259630,1,Lungzarhtum,Lungzarhtum,11,Village Council,0,0,15,MIZORAM
259598,1,Mainabapsora-I,Mainabapsora-I,11,Village Council,0,0,15,MIZORAM
259599,1,Mainabapsora-II,Mainabapsora-II,11,Village Council,0,0,15,MIZORAM
259268,1,MAISA,MAISA,11,Village Council,0,0,15,MIZORAM
264165,1,Maite,Maite,11,Village Council,0,0,15,MIZORAM
264289,8,Malsury,Malsury,11,Village Council,0,0,15,MIZORAM
264566,1,Mamit Bazar veng,Mamit Bazar veng,11,Village Council,0,0,15,MIZORAM
264567,1,Mamit Chhim veng,Mamit Chhim veng,11,Village Council,0,0,15,MIZORAM
264568,2,Mamit Hmar veng,Mamit Hmar veng,11,Village Council,0,0,15,MIZORAM
264569,1,Mamit Venghlun,Mamit Venghlun,11,Village Council,0,0,15,MIZORAM
259533,1,Mampui,Mampui,11,Village Council,0,0,15,MIZORAM
264290,1,Mamte,Mamte,11,Village Council,0,0,15,MIZORAM
259600,2,Mandirasora,,11,Village Council,0,0,15,MIZORAM
264570,1,Marpara Mizo Veng,Marpara Mizo Veng,11,Village Council,0,0,15,MIZORAM
264571,3,Marpara North,Marpara North,11,Village Council,0,0,15,MIZORAM
264291,3,Marpara S,Marpara S,11,Village Council,0,0,15,MIZORAM
261724,1,Massury,,11,Village Council,0,0,15,MIZORAM
264166,5,Maubuang,Maubuang,11,Village Council,0,0,15,MIZORAM
264167,1,Mauchar,Mauchar,11,Village Council,0,0,15,MIZORAM
264292,1,Mausen,Mausen,11,Village Council,0,0,15,MIZORAM
259659,6,Mautlang (Lawngtlai),Mautlang (Lawngtlai),11,Village Council,0,0,15,MIZORAM
264293,3,Mautlang (Lungsen),Mautlang (Lungsen),11,Village Council,0,0,15,MIZORAM
264294,1,Mauzam,Mauzam,11,Village Council,0,0,15,MIZORAM
259269,1,MAWHRE,MAWHRE,11,Village Council,0,0,15,MIZORAM
264643,1,Meidum,Meidum,11,Village Council,0,0,15,MIZORAM
259217,2,MEISATLA -I,MEISATLA -I,11,Village Council,0,0,15,MIZORAM
259218,1,MEISATLA -II,MEISATLA -II,11,Village Council,0,0,15,MIZORAM
259219,1,MEISAVAIH EAST,MEISAVAIH EAST,11,Village Council,0,0,15,MIZORAM
259220,1,MEISAVAIH WEST,MEISAVAIH WEST,11,Village Council,0,0,15,MIZORAM
264426,1,Melbuk,Melbuk,11,Village Council,0,0,15,MIZORAM
264168,4,Melriat,Melriat,11,Village Council,0,0,15,MIZORAM
259270,2,MIEPU I,MIEPU I,11,Village Council,0,0,15,MIZORAM
261664,1,Miepu II,Miepu II,11,Village Council,0,0,15,MIZORAM
264427,1,Mimbung,Mimbung,11,Village Council,0,0,15,MIZORAM
259658,1,M.KAWNPUI,M.KAWNPUI,11,Village Council,0,0,15,MIZORAM
259601,2,Montola,,11,Village Council,0,0,15,MIZORAM
259534,1,Mualbu L,Mualbu L,11,Village Council,0,0,15,MIZORAM
264503,1,Mualcheng,Mualcheng,11,Village Council,0,0,15,MIZORAM
264295,1,Mualcheng S,Mualcheng S,11,Village Council,0,0,15,MIZORAM
264428,1,Mualkawi,Mualkawi,11,Village Council,0,0,15,MIZORAM
264644,1,Mualkhang,Mualkhang,11,Village Council,0,0,15,MIZORAM
264296,1,Muallianpui,Muallianpui,11,Village Council,0,0,15,MIZORAM
264169,1,Muallungthu,Muallungthu,11,Village Council,0,0,15,MIZORAM
264170,1,Mualpheng,Mualpheng,11,Village Council,0,0,15,MIZORAM
264504,1,Mualpui Chhingchhip,Mualpui Chhingchhip,11,Village Council,0,0,15,MIZORAM
264572,3,Mualthuam,Mualthuam,11,Village Council,0,0,15,MIZORAM
264297,1,Mualthuam N,Mualthuam N,11,Village Council,0,0,15,MIZORAM
264298,1,Mualthuam S,Mualthuam S,11,Village Council,0,0,15,MIZORAM
264429,1,Murlen,Murlen,11,Village Council,0,0,15,MIZORAM
264171,1,Muthi,Muthi,11,Village Council,0,0,15,MIZORAM
259602,2,Nagdarasora,,11,Village Council,0,0,15,MIZORAM
259603,1,Nalbonya,Nalbonya,11,Village Council,0,0,15,MIZORAM
264573,1,Nalzawl,Nalzawl,11,Village Council,0,0,15,MIZORAM
264646,1,N.Chawnpui,N.Chawnpui,11,Village Council,0,0,15,MIZORAM
264647,1,N.Chhimluang,N.Chhimluang,11,Village Council,0,0,15,MIZORAM
264430,1,N.Diltlang,N.Diltlang,11,Village Council,0,0,15,MIZORAM
264433,1,Neihdawn,Neihdawn,11,Village Council,0,0,15,MIZORAM
264506,1,Neihloh,Neihloh,11,Village Council,0,0,15,MIZORAM
264432,1,NE Khawdungsei,NE Khawdungsei,11,Village Council,0,0,15,MIZORAM
264178,1,NE. Tlangnuam,NE. Tlangnuam,11,Village Council,0,0,15,MIZORAM
264650,1,New Builum,New Builum,11,Village Council,0,0,15,MIZORAM
264434,1,New Chalrang,New Chalrang,11,Village Council,0,0,15,MIZORAM
264435,1,New Champhai,New Champhai,11,Village Council,0,0,15,MIZORAM
259221,1,NEW COLONY-I,NEW COLONY-I,11,Village Council,0,0,15,MIZORAM
259222,2,NEW COLONY-II,NEW COLONY-II,11,Village Council,0,0,15,MIZORAM
259223,2,NEW COLONY-III,NEW COLONY-III,11,Village Council,0,0,15,MIZORAM
259290,2,New Colony - IV,New Colony - IV,11,Village Council,0,0,15,MIZORAM
264574,1,New Eden,New Eden,11,Village Council,0,0,15,MIZORAM
264436,1,New Hruaikawn,New Hruaikawn,11,Village Council,0,0,15,MIZORAM
259572,2,New Jaganasury I,,11,Village Council,0,0,15,MIZORAM
259573,2,New Jaganasury II,,11,Village Council,0,0,15,MIZORAM
261725,2,New Jaganasury III,,11,Village Council,0,0,15,MIZORAM
296371,1,New Kawnpui (Hnahthial),,11,Village Council,0,0,15,MIZORAM
259271,1,NEW LATAWH,NEW LATAWH,11,Village Council,0,0,15,MIZORAM
261677,2,NEW LATY,NEW LATY,11,Village Council,0,0,15,MIZORAM
264575,1,New Mamit,New Mamit,11,Village Council,0,0,15,MIZORAM
264299,1,New Ngharchhip,New Ngharchhip,11,Village Council,0,0,15,MIZORAM
264300,1,New Sachan,New Sachan,11,Village Council,0,0,15,MIZORAM
259224,1,NEW SAIHA EAST,NEW SAIHA EAST,11,Village Council,0,0,15,MIZORAM
259225,1,NEW SAIHA WEST,NEW SAIHA WEST,11,Village Council,0,0,15,MIZORAM
259272,2,New Saikao,New Saikao,11,Village Council,0,0,15,MIZORAM
264507,1,New Serchhip N,New Serchhip N,11,Village Council,0,0,15,MIZORAM
264508,1,New Serchhip S,New Serchhip S,11,Village Council,0,0,15,MIZORAM
259293,2,New Siaha East - II,New Siaha East - II,11,Village Council,0,0,15,MIZORAM
264179,1,New Vervek,New Vervek,11,Village Council,0,0,15,MIZORAM
264576,1,New West Phaileng,New West Phaileng,11,Village Council,0,0,15,MIZORAM
264437,1,Ngaizawl,Ngaizawl,11,Village Council,0,0,15,MIZORAM
259535,1,Ngengpuikai,Ngengpuikai,11,Village Council,0,0,15,MIZORAM
259536,1,Ngengpuitlang,Ngengpuitlang,11,Village Council,0,0,15,MIZORAM
264509,1,Ngentiang,Ngentiang,11,Village Council,0,0,15,MIZORAM
264577,1,Nghalchawm,Nghalchawm,11,Village Council,0,0,15,MIZORAM
259660,1,NGHALIMLUI,NGHALIMLUI,11,Village Council,0,0,15,MIZORAM
264301,1,Ngharchhip,Ngharchhip,11,Village Council,0,0,15,MIZORAM
264438,1,Ngopa,Ngopa,11,Village Council,0,0,15,MIZORAM
259661,1,NGUNLINGKHUA,NGUNLINGKHUA,11,Village Council,0,0,15,MIZORAM
264439,1,Ngur,Ngur,11,Village Council,0,0,15,MIZORAM
264648,1,N.Hlimen,N.Hlimen,11,Village Council,0,0,15,MIZORAM
264651,1,Nisapui,Nisapui,11,Village Council,0,0,15,MIZORAM
264431,1,N. Khawbung,N. Khawbung,11,Village Council,0,0,15,MIZORAM
264172,1,N.Khawdungsei,N.Khawdungsei,11,Village Council,0,0,15,MIZORAM
264173,1,N. Khawlek,N. Khawlek,11,Village Council,0,0,15,MIZORAM
264174,1,N. Lungleng,N. Lungleng,11,Village Council,0,0,15,MIZORAM
264177,1,N. Lungpher,N. Lungpher,11,Village Council,0,0,15,MIZORAM
259226,2,NO-AOTLA - I,NO-AOTLA - I,11,Village Council,0,0,15,MIZORAM
259227,2,NO-AOTLA - II,NO-AOTLA - II,11,Village Council,0,0,15,MIZORAM
259294,2,NO-AOTLA - III,NO-AOTLA - III,11,Village Council,0,0,15,MIZORAM
264645,2,North Chaltlang - I,,11,Village Council,0,0,15,MIZORAM
296353,1,North Chaltlang - II,,11,Village Council,0,0,15,MIZORAM
264578,2,North Sabual,North Sabual,11,Village Council,0,0,15,MIZORAM
264175,1,N.Serzawl,N.Serzawl,11,Village Council,0,0,15,MIZORAM
264649,1,N.Thinglian,N.Thinglian,11,Village Council,0,0,15,MIZORAM
264176,1,N.Tinghmun,N.Tinghmun,11,Village Council,0,0,15,MIZORAM
264302,3,Nunsury I,Nunsury I,11,Village Council,0,0,15,MIZORAM
264303,2,Nunsury II,Nunsury II,11,Village Council,0,0,15,MIZORAM
264505,1,N.Vanlaiphai,N.Vanlaiphai,11,Village Council,0,0,15,MIZORAM
261726,2,Old Bajeisora,,11,Village Council,0,0,15,MIZORAM
259244,3,OLD TISOPI,OLD TISOPI,11,Village Council,0,0,15,MIZORAM
259537,1,Paithar,Paithar,11,Village Council,0,0,15,MIZORAM
259260,2,Pala,Pala,11,Village Council,0,0,15,MIZORAM
264180,1,Palsang,Palsang,11,Village Council,0,0,15,MIZORAM
264440,1,Pamchung,Pamchung,11,Village Council,0,0,15,MIZORAM
259662,1,PANDAWNGLUI,PANDAWNGLUI,11,Village Council,0,0,15,MIZORAM
264652,1,Pangbalkawn,Pangbalkawn,11,Village Council,0,0,15,MIZORAM
259631,1,Pangkhua,Pangkhua,11,Village Council,0,0,15,MIZORAM
264304,2,Pangzawl North,,11,Village Council,0,0,15,MIZORAM
296351,1,Pangzawl South,,11,Village Council,0,0,15,MIZORAM
264679,1,Parva-I,Parva-I,11,Village Council,0,0,15,MIZORAM
264741,1,Parva-II,Parva-II,11,Village Council,0,0,15,MIZORAM
259606,1,Parva-III,Parva-III,11,Village Council,0,0,15,MIZORAM
261728,1,Parva IV,,11,Village Council,0,0,15,MIZORAM
264579,1,Parvatui,Parvatui,11,Village Council,0,0,15,MIZORAM
264441,1,Pawlrang,Pawlrang,11,Village Council,0,0,15,MIZORAM
264181,1,Pehlawn,Pehlawn,11,Village Council,0,0,15,MIZORAM
264742,1,Pelenosora,Pelenosora,11,Village Council,0,0,15,MIZORAM
264305,1,Phaileng S,Phaileng S,11,Village Council,0,0,15,MIZORAM
264653,1,Phainuam,Phainuam,11,Village Council,0,0,15,MIZORAM
264306,1,Phairuangkai,Phairuangkai,11,Village Council,0,0,15,MIZORAM
264654,1,Phaisen,Phaisen,11,Village Council,0,0,15,MIZORAM
264580,1,Phaizau,Phaizau,11,Village Council,0,0,15,MIZORAM
264182,1,Phuaibuang,Phuaibuang,11,Village Council,0,0,15,MIZORAM
264581,2,Phuldungsei,Phuldungsei,11,Village Council,0,0,15,MIZORAM
296348,1,Phuldungsei Zampui,,11,Village Council,0,0,15,MIZORAM
264183,1,Phullen,Phullen,11,Village Council,0,0,15,MIZORAM
264184,1,Phulmawi,Phulmawi,11,Village Council,0,0,15,MIZORAM
264185,1,Phulpui,Phulpui,11,Village Council,0,0,15,MIZORAM
264582,1,Phulpui West,Phulpui West,11,Village Council,0,0,15,MIZORAM
259273,2,Phura N,Phura N,11,Village Council,0,0,15,MIZORAM
261666,1,Phura S,Phura S,11,Village Council,0,0,15,MIZORAM
264510,1,Piler,Piler,11,Village Council,0,0,15,MIZORAM
264307,1,Puankhai,Puankhai,11,Village Council,0,0,15,MIZORAM
264442,1,Puilo,Puilo,11,Village Council,0,0,15,MIZORAM
264308,2,Pukpui,Pukpui,11,Village Council,0,0,15,MIZORAM
264583,1,Pukzing,Pukzing,11,Village Council,0,0,15,MIZORAM
264584,1,Pukzing Vengthar,Pukzing Vengthar,11,Village Council,0,0,15,MIZORAM
264309,2,Putlungasih,Putlungasih,11,Village Council,0,0,15,MIZORAM
264443,1,Rabung,Rabung,11,Village Council,0,0,15,MIZORAM
264310,1,Rahsi Veng,Rahsi Veng,11,Village Council,0,0,15,MIZORAM
264585,1,Rajiv Nagar - I,Rajiv Nagar - I,11,Village Council,0,0,15,MIZORAM
264586,2,Rajiv Nagar – II,Rajiv Nagar – II,11,Village Council,0,0,15,MIZORAM
264712,1,Rajmondal,Rajmondal,11,Village Council,0,0,15,MIZORAM
264311,2,Ralvawng,Ralvawng,11,Village Council,0,0,15,MIZORAM
264312,1,Ramlaitui,Ramlaitui,11,Village Council,0,0,15,MIZORAM
264313,1,Ramthar Veng,Ramthar Veng,11,Village Council,0,0,15,MIZORAM
264314,2,Rangte,Rangte,11,Village Council,0,0,15,MIZORAM
264186,1,Ratu,Ratu,11,Village Council,0,0,15,MIZORAM
259632,1,Rawlbuk,Rawlbuk,11,Village Council,0,0,15,MIZORAM
264315,1,Rawpui,Rawpui,11,Village Council,0,0,15,MIZORAM
264587,1,Rawpuichhip,Rawpuichhip,11,Village Council,0,0,15,MIZORAM
264588,1,Reiek,Reiek,11,Village Council,0,0,15,MIZORAM
264589,1,Rengdil,Rengdil,11,Village Council,0,0,15,MIZORAM
259608,1,Rengkashya,Rengkashya,11,Village Council,0,0,15,MIZORAM
264444,1,Riangtlei,Riangtlei,11,Village Council,0,0,15,MIZORAM
259231,2,RIASIKAH,RIASIKAH,11,Village Council,0,0,15,MIZORAM
264316,2,Rotlang East,Rotlang East,11,Village Council,0,0,15,MIZORAM
264317,1,Rotlang W,Rotlang W,11,Village Council,0,0,15,MIZORAM
264318,2,Rualalung,Rualalung,11,Village Council,0,0,15,MIZORAM
264187,1,Ruallung,Ruallung,11,Village Council,0,0,15,MIZORAM
264445,1,Ruantlang,Ruantlang,11,Village Council,0,0,15,MIZORAM
296366,1,Ruantlang Mual Veng,,11,Village Council,0,0,15,MIZORAM
264188,1,Rulchawm,Rulchawm,11,Village Council,0,0,15,MIZORAM
259539,1,Rulkual,Rulkual,11,Village Council,0,0,15,MIZORAM
264511,1,Rullam,Rullam,11,Village Council,0,0,15,MIZORAM
264590,1,Rulpuihlim,Rulpuihlim,11,Village Council,0,0,15,MIZORAM
264319,1,Runtung,Runtung,11,Village Council,0,0,15,MIZORAM
259538,1,R.Vanhne,R.Vanhne,11,Village Council,0,0,15,MIZORAM
259540,1,Sabualtlang,Sabualtlang,11,Village Council,0,0,15,MIZORAM
264323,1,Sachan,Sachan,11,Village Council,0,0,15,MIZORAM
259663,1,SAIBAWH,SAIBAWH,11,Village Council,0,0,15,MIZORAM
264446,1,Saichal,Saichal,11,Village Council,0,0,15,MIZORAM
264656,1,Saihapui K,Saihapui K,11,Village Council,0,0,15,MIZORAM
264657,1,Saihapui V,Saihapui V,11,Village Council,0,0,15,MIZORAM
259232,2,SAIHA VAIHPI - I,SAIHA VAIHPI - I,11,Village Council,0,0,15,MIZORAM
294672,1,Saikah L,Saikah L,11,Village Council,0,0,15,MIZORAM
259541,2,Saikah u,,11,Village Council,0,0,15,MIZORAM
259274,4,Saikao,Saikao,11,Village Council,0,0,15,MIZORAM
261668,2,Saikao Beivah,Saikao Beivah,11,Village Council,0,0,15,MIZORAM
259664,3,Saikhawthlir (Lawngtlai),Saikhawthlir (Lawngtlai),11,Village Council,0,0,15,MIZORAM
264591,2,Saikhawthlir (Zawlnuam),Saikhawthlir (Zawlnuam),11,Village Council,0,0,15,MIZORAM
264189,1,Sailam,Sailam,11,Village Council,0,0,15,MIZORAM
264324,1,Sailen,Sailen,11,Village Council,0,0,15,MIZORAM
264512,1,Sailulak,Sailulak,11,Village Council,0,0,15,MIZORAM
264190,1,Sailutar,Sailutar,11,Village Council,0,0,15,MIZORAM
264658,1,Saiphai,Saiphai,11,Village Council,0,0,15,MIZORAM
264659,1,Saipum,Saipum,11,Village Council,0,0,15,MIZORAM
264191,1,Sairang,Sairang,11,Village Council,0,0,15,MIZORAM
264192,1,Sairang Dinthar,Sairang Dinthar,11,Village Council,0,0,15,MIZORAM
264193,1,Sairang Sihhmui,Sairang Sihhmui,11,Village Council,0,0,15,MIZORAM
264325,1,Sairep,Sairep,11,Village Council,0,0,15,MIZORAM
264592,1,Saithah,Saithah,11,Village Council,0,0,15,MIZORAM
264194,1,Saitual I,Saitual I,11,Village Council,0,0,15,MIZORAM
264195,1,Saitual II,Saitual II,11,Village Council,0,0,15,MIZORAM
264196,1,Saitual III,Saitual III,11,Village Council,0,0,15,MIZORAM
259542,1,Saizawh E,Saizawh E,11,Village Council,0,0,15,MIZORAM
259609,1,Saizawh W,Saizawh W,11,Village Council,0,0,15,MIZORAM
264197,4,Sakawrdai,Sakawrdai,11,Village Council,0,0,15,MIZORAM
259543,1,Sakeilui-I,Sakeilui-I,11,Village Council,0,0,15,MIZORAM
259544,1,Sakeilui-II,Sakeilui-II,11,Village Council,0,0,15,MIZORAM
264326,1,Salem,Salem,11,Village Council,0,0,15,MIZORAM
264198,1,Samlukhai,Samlukhai,11,Village Council,0,0,15,MIZORAM
264447,2,Samthang,Samthang,11,Village Council,0,0,15,MIZORAM
264199,1,Samtlang,Samtlang,11,Village Council,0,0,15,MIZORAM
264744,1,Samuksora,Samuksora,11,Village Council,0,0,15,MIZORAM
259633,1,Sangau-I,Sangau-I,11,Village Council,0,0,15,MIZORAM
259634,1,Sangau-II,Sangau-II,11,Village Council,0,0,15,MIZORAM
261757,1,Sangau III,,11,Village Council,0,0,15,MIZORAM
261758,1,Sangau IV,,11,Village Council,0,0,15,MIZORAM
264200,1,Sateek,Sateek,11,Village Council,0,0,15,MIZORAM
264201,1,Sawleng,Sawleng,11,Village Council,0,0,15,MIZORAM
264327,1,Sazaikawn,Sazaikawn,11,Village Council,0,0,15,MIZORAM
264448,1,Sazep,Sazep,11,Village Council,0,0,15,MIZORAM
264320,1,S.Chawngtui,S.Chawngtui,11,Village Council,0,0,15,MIZORAM
264328,1,Sekhum,Sekhum,11,Village Council,0,0,15,MIZORAM
259655,1,SEKULHKAI,SEKULHKAI,11,Village Council,0,0,15,MIZORAM
264449,1,Selam,Selam,11,Village Council,0,0,15,MIZORAM
264202,2,Seling,Seling,11,Village Council,0,0,15,MIZORAM
259636,1,Sentetfiang,Sentetfiang,11,Village Council,0,0,15,MIZORAM
296373,1,Serchhip Chanmari Veng,,11,Village Council,0,0,15,MIZORAM
264513,1,Serchhip  – I,Serchhip  – I,11,Village Council,0,0,15,MIZORAM
264514,1,Serchhip - II,Serchhip - II,11,Village Council,0,0,15,MIZORAM
264515,1,Serchhip – III,Serchhip – III,11,Village Council,0,0,15,MIZORAM
264516,1,Serchhip - IV,Serchhip - IV,11,Village Council,0,0,15,MIZORAM
264517,1,Serchhip – V,Serchhip – V,11,Village Council,0,0,15,MIZORAM
264518,1,Serchhip VI,Serchhip VI,11,Village Council,0,0,15,MIZORAM
264519,1,Serchhip VII,Serchhip VII,11,Village Council,0,0,15,MIZORAM
264520,1,Serchhip VIII,Serchhip VIII,11,Village Council,0,0,15,MIZORAM
264593,1,Serhmun West,Serhmun West,11,Village Council,0,0,15,MIZORAM
264329,2,Serkawn,Serkawn,11,Village Council,0,0,15,MIZORAM
264660,1,Serkhan,Serkhan,11,Village Council,0,0,15,MIZORAM
264330,1,Serte,Serte,11,Village Council,0,0,15,MIZORAM
264331,1,Sertlangpui,Sertlangpui,11,Village Council,0,0,15,MIZORAM
264332,2,Sesawm,Sesawm,11,Village Council,0,0,15,MIZORAM
264203,2,Sesawng,Sesawng,11,Village Council,0,0,15,MIZORAM
264450,1,Sesih,Sesih,11,Village Council,0,0,15,MIZORAM
264333,1,Sethlun,Sethlun,11,Village Council,0,0,15,MIZORAM
259637,1,Siachangkawn,Siachangkawn,11,Village Council,0,0,15,MIZORAM
259236,2,SIAHATLA - I,SIAHATLA - I,11,Village Council,0,0,15,MIZORAM
259237,3,SIAHATLA - II,SIAHATLA - II,11,Village Council,0,0,15,MIZORAM
259235,3,SIAHATLA - III,SIAHATLA - III,11,Village Council,0,0,15,MIZORAM
259233,2,SIAHA VAIHPI - II,SIAHA VAIHPI - II,11,Village Council,0,0,15,MIZORAM
259234,2,SIAHA VAIHPI -III,SIAHA VAIHPI -III,11,Village Council,0,0,15,MIZORAM
264521,1,Sialhau,Sialhau,11,Village Council,0,0,15,MIZORAM
264451,1,Sialhawk,Sialhawk,11,Village Council,0,0,15,MIZORAM
264522,1,Sialsir,Sialsir,11,Village Council,0,0,15,MIZORAM
264204,1,Sialsuk,Sialsuk,11,Village Council,0,0,15,MIZORAM
259275,1,SIASI,SIASI,11,Village Council,0,0,15,MIZORAM
259238,1,SIATA -I,SIATA -I,11,Village Council,0,0,15,MIZORAM
259239,2,SIATA-II,SIATA-II,11,Village Council,0,0,15,MIZORAM
259276,2,SIATLAI,SIATLAI,11,Village Council,0,0,15,MIZORAM
264205,1,Sihfa,Sihfa,11,Village Council,0,0,15,MIZORAM
264206,3,Sihphir,Sihphir,11,Village Council,0,0,15,MIZORAM
264207,2,Sihphir Venghlun,Sihphir Venghlun,11,Village Council,0,0,15,MIZORAM
264594,1,Sihthiang,Sihthiang,11,Village Council,0,0,15,MIZORAM
259545,1,Sihtlangpui,Sihtlangpui,11,Village Council,0,0,15,MIZORAM
264334,3,Silkur,Silkur,11,Village Council,0,0,15,MIZORAM
259610,2,Sillosora,,11,Village Council,0,0,15,MIZORAM
259611,1,Silsury,Silsury,11,Village Council,0,0,15,MIZORAM
264595,2,Silsury E,Silsury E,11,Village Council,0,0,15,MIZORAM
264596,2,Silsury W,Silsury W,11,Village Council,0,0,15,MIZORAM
259613,1,Simeisury,Simeisury,11,Village Council,0,0,15,MIZORAM
259612,1,Siminasora,Siminasora,11,Village Council,0,0,15,MIZORAM
264321,1,S.Lungleng,S.Lungleng,11,Village Council,0,0,15,MIZORAM
264597,1,South Sabual,South Sabual,11,Village Council,0,0,15,MIZORAM
264322,2,South Vanlaiphai,South Vanlaiphai,11,Village Council,0,0,15,MIZORAM
264208,1,Suangpuilawn,Suangpuilawn,11,Village Council,0,0,15,MIZORAM
264598,2,Suarhliap,Suarhliap,11,Village Council,0,0,15,MIZORAM
264335,1,Sumasumi,Sumasumi,11,Village Council,0,0,15,MIZORAM
259546,1,Sumsilui,Sumsilui,11,Village Council,0,0,15,MIZORAM
264209,1,Sumsuih,Sumsuih,11,Village Council,0,0,15,MIZORAM
