Local Body Code,Local Body Version,Local Body Name (IN English),Local Body Name (In Local),Local Body Type Code,Local Body Type Name,Intermediate/Block Panchayat Code,District Panchayat Code,State Code,State Name (In English)
282792,2,Bibragre,,22,Village Employment Council,293588,0,17,MEGHALAYA
284890,2,Bibragre,,22,Village Employment Council,291871,0,17,MEGHALAYA
283468,2,Bidapara,,22,Village Employment Council,291736,0,17,MEGHALAYA
283262,2,Bidukura,,22,Village Employment Council,291585,0,17,MEGHALAYA
284444,2,Bijasik Bolonggre,,22,Village Employment Council,291738,0,17,MEGHALAYA
284445,2,Bijasik Chisim Apal,,22,Village Employment Council,291738,0,17,MEGHALAYA
284413,2,Bijasik Doki Ading,,22,Village Employment Council,291738,0,17,MEGHALAYA
284411,2,Bijasik Jagisim,,22,Village Employment Council,291738,0,17,MEGHALAYA
284447,2,Bijasik Songma,,22,Village Employment Council,291738,0,17,MEGHALAYA
284417,2,Bijasik Wage Apal,,22,Village Employment Council,291738,0,17,MEGHALAYA
284818,2,Bikinggre,,22,Village Employment Council,293309,0,17,MEGHALAYA
282411,2,Bikonggre,,22,Village Employment Council,291739,0,17,MEGHALAYA
283274,2,Bildoba,,22,Village Employment Council,291585,0,17,MEGHALAYA
284611,2,Bilgipgre,,22,Village Employment Council,293335,0,17,MEGHALAYA
284904,2,Bilgre,,22,Village Employment Council,291788,0,17,MEGHALAYA
285174,2,Bilkona,,22,Village Employment Council,293530,0,17,MEGHALAYA
285426,2,Bilkona,,22,Village Employment Council,293186,0,17,MEGHALAYA
286812,2,Bilpara,,22,Village Employment Council,293212,0,17,MEGHALAYA
287037,2,Bir,,22,Village Employment Council,293332,0,17,MEGHALAYA
286972,2,Birsiej,,22,Village Employment Council,293603,0,17,MEGHALAYA
282911,2,Bisindagre,,22,Village Employment Council,293796,0,17,MEGHALAYA
286254,2,Blahlawing,,22,Village Employment Council,292494,0,17,MEGHALAYA
286703,2,Bleishiah,,22,Village Employment Council,293613,0,17,MEGHALAYA
283951,2,Blisagittim,,22,Village Employment Council,291710,0,17,MEGHALAYA
284121,2,Block Campus,,22,Village Employment Council,293732,0,17,MEGHALAYA
283814,2,Boda Apal,,22,Village Employment Council,291741,0,17,MEGHALAYA
282571,2,Bogadol,,22,Village Employment Council,291742,0,17,MEGHALAYA
283436,2,Bogakolgiri (A),,22,Village Employment Council,293272,0,17,MEGHALAYA
283435,2,Bogakolgiri (B),,22,Village Employment Council,292075,0,17,MEGHALAYA
282501,2,Bogularbhita,,22,Village Employment Council,292216,0,17,MEGHALAYA
282892,2,Boiragipara,,22,Village Employment Council,293188,0,17,MEGHALAYA
283205,2,Boirakupi(Duapara),,22,Village Employment Council,291585,0,17,MEGHALAYA
285792,2,Bokchung,,22,Village Employment Council,291743,0,17,MEGHALAYA
282740,2,Bokda Apal,,22,Village Employment Council,293786,0,17,MEGHALAYA
283821,2,Bokma Apal,,22,Village Employment Council,291829,0,17,MEGHALAYA
282858,2,Bokmagre,,22,Village Employment Council,291928,0,17,MEGHALAYA
283001,2,Bokmagre,,22,Village Employment Council,291744,0,17,MEGHALAYA
283820,2,Bokmagre,,22,Village Employment Council,291829,0,17,MEGHALAYA
288733,2,Bokmagre (Kerupara),,22,Village Employment Council,291745,0,17,MEGHALAYA
286421,2,Bolabeta,,22,Village Employment Council,292806,0,17,MEGHALAYA
283392,2,Bolari Bazar,,22,Village Employment Council,293477,0,17,MEGHALAYA
285005,2,Bolasinggre,,22,Village Employment Council,291746,0,17,MEGHALAYA
286652,2,Bolbalu,,22,Village Employment Council,293064,0,17,MEGHALAYA
282585,2,Bolbokgiri,,22,Village Employment Council,291747,0,17,MEGHALAYA
282191,2,Bolbokgre,,22,Village Employment Council,291748,0,17,MEGHALAYA
282728,2,Bolbokgre,,22,Village Employment Council,291686,0,17,MEGHALAYA
285422,2,Bolbokgre,,22,Village Employment Council,292080,0,17,MEGHALAYA
284917,2,Bolchimdagre,,22,Village Employment Council,291749,0,17,MEGHALAYA
284918,2,Bolchimda Songgitcham,,22,Village Employment Council,291749,0,17,MEGHALAYA
284947,2,Bolchim Songgital,,22,Village Employment Council,291749,0,17,MEGHALAYA
285463,2,Bolchu Ading,,22,Village Employment Council,292080,0,17,MEGHALAYA
282622,2,Bolchu Adinggre,,22,Village Employment Council,291853,0,17,MEGHALAYA
282623,2,Bolchu Apalgre,,22,Village Employment Council,292008,0,17,MEGHALAYA
285431,2,Bolchugiri,,22,Village Employment Council,292080,0,17,MEGHALAYA
282309,2,Bolchugre,,22,Village Employment Council,293605,0,17,MEGHALAYA
282976,2,Bolchugre,,22,Village Employment Council,293274,0,17,MEGHALAYA
283043,2,Bolchugre,,22,Village Employment Council,291751,0,17,MEGHALAYA
283141,2,Bolchugre,,22,Village Employment Council,291626,0,17,MEGHALAYA
283288,3,Bolchugre,,22,Village Employment Council,292861,0,17,MEGHALAYA
284905,2,Bolchugre,,22,Village Employment Council,291871,0,17,MEGHALAYA
288702,2,Bolchugre-A,,22,Village Employment Council,291700,0,17,MEGHALAYA
288701,2,Bolchugre-B,,22,Village Employment Council,291837,0,17,MEGHALAYA
282626,2,Bolchukatonggre,,22,Village Employment Council,291853,0,17,MEGHALAYA
282213,2,Boldakgre,,22,Village Employment Council,293182,0,17,MEGHALAYA
282667,2,Boldamgiri,,22,Village Employment Council,291899,0,17,MEGHALAYA
283068,2,Boldamgiri,,22,Village Employment Council,291753,0,17,MEGHALAYA
282133,2,Boldamgre,,22,Village Employment Council,291756,0,17,MEGHALAYA
282169,2,Boldamgre,,22,Village Employment Council,293182,0,17,MEGHALAYA
282388,2,Boldamgre,,22,Village Employment Council,291754,0,17,MEGHALAYA
282538,2,Boldamgre,,22,Village Employment Council,291899,0,17,MEGHALAYA
282773,2,Boldamgre,,22,Village Employment Council,291828,0,17,MEGHALAYA
285011,2,Boldamgre,,22,Village Employment Council,291755,0,17,MEGHALAYA
285074,2,Boldamgre,,22,Village Employment Council,291652,0,17,MEGHALAYA
288691,2,Boldamgre I,,22,Village Employment Council,293788,0,17,MEGHALAYA
288692,2,Boldamgre II,,22,Village Employment Council,291757,0,17,MEGHALAYA
282517,2,Boldampitbari,,22,Village Employment Council,291590,0,17,MEGHALAYA
284869,2,Boldam Sangkni,,22,Village Employment Council,291758,0,17,MEGHALAYA
283096,2,Boldamsonggitalgre,,22,Village Employment Council,291993,0,17,MEGHALAYA
283085,2,Boldmakongiri,,22,Village Employment Council,291753,0,17,MEGHALAYA
282280,2,Boldokagiri,,22,Village Employment Council,291759,0,17,MEGHALAYA
283416,2,Boldoreng,,22,Village Employment Council,292200,0,17,MEGHALAYA
283114,2,Boldorenggiri,,22,Village Employment Council,291981,0,17,MEGHALAYA
282836,2,Boldorenggre,,22,Village Employment Council,292049,0,17,MEGHALAYA
283160,2,Bolgakgre,,22,Village Employment Council,291752,0,17,MEGHALAYA
283064,2,Bolgangre,,22,Village Employment Council,292034,0,17,MEGHALAYA
285439,2,Bolgisigittim,,22,Village Employment Council,292877,0,17,MEGHALAYA
284173,2,Bolgrimgittim   (Baksalpara),,22,Village Employment Council,291631,0,17,MEGHALAYA
284702,2,Bolkinggre,,22,Village Employment Council,292866,0,17,MEGHALAYA
284740,2,Bolkongpara,,22,Village Employment Council,291760,0,17,MEGHALAYA
284107,2,Bolkret,,22,Village Employment Council,292150,0,17,MEGHALAYA
283112,2,Bollonggiri A ( Diglakona ),,22,Village Employment Council,291761,0,17,MEGHALAYA
283113,2,Bollonggiri B,,22,Village Employment Council,292227,0,17,MEGHALAYA
283111,2,Bollonggiri I,,22,Village Employment Council,292227,0,17,MEGHALAYA
283146,2,Bollonggiri-II,,22,Village Employment Council,292227,0,17,MEGHALAYA
282610,2,Bollonggitok,,22,Village Employment Council,291625,0,17,MEGHALAYA
282968,2,Bollonggitok,,22,Village Employment Council,292136,0,17,MEGHALAYA
282145,2,Bollonggre,,22,Village Employment Council,293061,0,17,MEGHALAYA
283030,2,Bollonggre,,22,Village Employment Council,292136,0,17,MEGHALAYA
288719,2,Bollonggre (A),,22,Village Employment Council,291761,0,17,MEGHALAYA
284376,2,Bollonggre-Apal (Refugee),,22,Village Employment Council,291766,0,17,MEGHALAYA
288720,2,Bollonggre (B),,22,Village Employment Council,292227,0,17,MEGHALAYA
288721,2,Bollonggre (B1),,22,Village Employment Council,292227,0,17,MEGHALAYA
284505,2,Bollong-Nonggaru,,22,Village Employment Council,293450,0,17,MEGHALAYA
285009,2,Bolma Chiringgre,,22,Village Employment Council,293316,0,17,MEGHALAYA
285133,2,Bolma chiringre,,22,Village Employment Council,291762,0,17,MEGHALAYA
282379,2,Bolmagre,,22,Village Employment Council,293539,0,17,MEGHALAYA
283427,2,Bolmapara,,22,Village Employment Council,291569,0,17,MEGHALAYA
285128,2,Bolmapara,,22,Village Employment Council,291764,0,17,MEGHALAYA
284544,2,Bolmoram Adap,,22,Village Employment Council,292847,0,17,MEGHALAYA
284556,2,Bolmoram Adinggre,,22,Village Employment Council,291765,0,17,MEGHALAYA
284545,2,Bolmoram Agalgre,,22,Village Employment Council,292847,0,17,MEGHALAYA
284542,2,Bolmoram Angkekol,,22,Village Employment Council,292847,0,17,MEGHALAYA
284557,2,Bolmoram Dochokgre,,22,Village Employment Council,291765,0,17,MEGHALAYA
284551,2,Bolmoram Mesechikgre,,22,Village Employment Council,291765,0,17,MEGHALAYA
284372,2,Bolonggre Aga,,22,Village Employment Council,291766,0,17,MEGHALAYA
283739,2,Bolongpang,,22,Village Employment Council,291667,0,17,MEGHALAYA
283298,2,Bolpuchiring,,22,Village Employment Council,291938,0,17,MEGHALAYA
283877,2,Bolpuma,,22,Village Employment Council,293404,0,17,MEGHALAYA
282964,2,Bolsa(Dobokgre),,22,Village Employment Council,292501,0,17,MEGHALAYA
283847,2,Bolsal Adiing,,22,Village Employment Council,293294,0,17,MEGHALAYA
284089,2,Bolsal Ading,,22,Village Employment Council,292174,0,17,MEGHALAYA
284838,2,Bolsal Ading,,22,Village Employment Council,291895,0,17,MEGHALAYA
282588,2,Bolsaldamgre,,22,Village Employment Council,291767,0,17,MEGHALAYA
284044,2,Bolsalgittim,,22,Village Employment Council,292150,0,17,MEGHALAYA
282283,2,Bolsalgre,,22,Village Employment Council,291769,0,17,MEGHALAYA
282336,2,Bolsalgre,,22,Village Employment Council,293442,0,17,MEGHALAYA
283056,2,Bolsalgre,,22,Village Employment Council,291768,0,17,MEGHALAYA
282587,2,Bolsapdamgre,,22,Village Employment Council,291770,0,17,MEGHALAYA
284382,2,Bolsongchok,,22,Village Employment Council,293317,0,17,MEGHALAYA
283679,2,Bolsong kama,,22,Village Employment Council,291624,0,17,MEGHALAYA
283667,2,Bolsong Kelchidam,,22,Village Employment Council,291667,0,17,MEGHALAYA
283659,2,Bolsong Sembalgre,,22,Village Employment Council,291667,0,17,MEGHALAYA
283682,2,Bolsong Songma,,22,Village Employment Council,291667,0,17,MEGHALAYA
283293,2,Bolwarigre,,22,Village Employment Council,291679,0,17,MEGHALAYA
283264,2,Bonbanga,,22,Village Employment Council,293524,0,17,MEGHALAYA
295547,1,BONBERRA,BONBERRA,22,Village Employment Council,292876,0,17,MEGHALAYA
282558,2,Bondukmali,,22,Village Employment Council,291773,0,17,MEGHALAYA
283542,2,Bondukosa,,22,Village Employment Council,292098,0,17,MEGHALAYA
284479,2,Bone Chijanggre,,22,Village Employment Council,291774,0,17,MEGHALAYA
284485,2,Bone-Chisogre,,22,Village Employment Council,291774,0,17,MEGHALAYA
284465,2,Bone Megapgre,,22,Village Employment Council,291717,0,17,MEGHALAYA
284484,2,Bone Songgitcham,,22,Village Employment Council,293526,0,17,MEGHALAYA
284483,2,Bone Songma,,22,Village Employment Council,293526,0,17,MEGHALAYA
284482,2,Bone Watregre,,22,Village Employment Council,293526,0,17,MEGHALAYA
283697,2,Bongbanchi Songma,,22,Village Employment Council,292120,0,17,MEGHALAYA
283897,2,Bonggare Chimitcheng,,22,Village Employment Council,293040,0,17,MEGHALAYA
283895,2,Bonggare Olbaknang,,22,Village Employment Council,291775,0,17,MEGHALAYA
283052,2,Bongpara,,22,Village Employment Council,291867,0,17,MEGHALAYA
283059,2,Bongpara Noket,,22,Village Employment Council,291867,0,17,MEGHALAYA
283151,2,Borbhoipara,,22,Village Employment Council,292093,0,17,MEGHALAYA
286643,2,Borbhuin,,22,Village Employment Council,291776,0,17,MEGHALAYA
282520,2,Bordubi,,22,Village Employment Council,293093,0,17,MEGHALAYA
287845,2,Bordup,,22,Village Employment Council,291777,0,17,MEGHALAYA
286734,2,Borgang,,22,Village Employment Council,293697,0,17,MEGHALAYA
288537,2,Borghat,,22,Village Employment Council,292853,0,17,MEGHALAYA
283458,2,Borjhora,,22,Village Employment Council,293136,0,17,MEGHALAYA
283647,2,Borjhora,,22,Village Employment Council,291778,0,17,MEGHALAYA
285709,2,Borkhe,,22,Village Employment Council,292214,0,17,MEGHALAYA
285830,2,Borkhuli,,22,Village Employment Council,292016,0,17,MEGHALAYA
282872,2,Borkona,,22,Village Employment Council,291779,0,17,MEGHALAYA
286742,2,Borkushi,,22,Village Employment Council,292708,0,17,MEGHALAYA
282553,2,Borobakra,,22,Village Employment Council,291780,0,17,MEGHALAYA
282519,2,Borobatapara,,22,Village Employment Council,291973,0,17,MEGHALAYA
288725,2,Borobhuipara,,22,Village Employment Council,292093,0,17,MEGHALAYA
283535,2,Boro Bollang,,22,Village Employment Council,292126,0,17,MEGHALAYA
282559,2,Borodoldonga,,22,Village Employment Council,291590,0,17,MEGHALAYA
282552,2,Borogobol,,22,Village Employment Council,291781,0,17,MEGHALAYA
283757,2,Boro Gokul,,22,Village Employment Council,292103,0,17,MEGHALAYA
283057,2,Borolatri,,22,Village Employment Council,292402,0,17,MEGHALAYA
283900,2,Boro Miapara,,22,Village Employment Council,291782,0,17,MEGHALAYA
287860,2,Boro Ryngku,,22,Village Employment Council,291783,0,17,MEGHALAYA
286406,2,Borsora,,22,Village Employment Council,291784,0,17,MEGHALAYA
288550,2,Borsora,,22,Village Employment Council,292412,0,17,MEGHALAYA
283255,2,Bortola,,22,Village Employment Council,292762,0,17,MEGHALAYA
283493,2,Boruagre,,22,Village Employment Council,293538,0,17,MEGHALAYA
282718,2,Bottregre,,22,Village Employment Council,291785,0,17,MEGHALAYA
282095,2,Bowabari,,22,Village Employment Council,292870,0,17,MEGHALAYA
288726,2,Boysa Raypara,,22,Village Employment Council,291661,0,17,MEGHALAYA
284729,2,Bramagre,,22,Village Employment Council,293283,0,17,MEGHALAYA
285010,2,Bremgre,,22,Village Employment Council,293316,0,17,MEGHALAYA
285147,2,Bremgre,,22,Village Employment Council,293429,0,17,MEGHALAYA
285148,2,Brenggre,,22,Village Employment Council,291786,0,17,MEGHALAYA
285939,2,Briiawnoh,,22,Village Employment Council,293244,0,17,MEGHALAYA
287752,2,Brikapang,,22,Village Employment Council,291787,0,17,MEGHALAYA
288530,2,Bri Shyrnot,,22,Village Employment Council,293694,0,17,MEGHALAYA
286459,2,Brithawsoh,,22,Village Employment Council,292874,0,17,MEGHALAYA
282878,2,Brojopara,,22,Village Employment Council,291720,0,17,MEGHALAYA
282048,2,Broshibanda,,22,Village Employment Council,291733,0,17,MEGHALAYA
285425,2,Bubanipur,,22,Village Employment Council,293186,0,17,MEGHALAYA
282250,2,Buchigre,,22,Village Employment Council,292239,0,17,MEGHALAYA
284830,2,Budu Asimgre,,22,Village Employment Council,291788,0,17,MEGHALAYA
282072,2,Budubela,,22,Village Employment Council,292529,0,17,MEGHALAYA
284753,2,Budugre,,22,Village Employment Council,291788,0,17,MEGHALAYA
284781,2,Budu Watregiri,,22,Village Employment Council,291788,0,17,MEGHALAYA
285145,2,Buga Dongram,,22,Village Employment Council,293278,0,17,MEGHALAYA
284205,2,Bugakol,,22,Village Employment Council,292842,0,17,MEGHALAYA
282752,2,Bugakolgre,,22,Village Employment Council,292517,0,17,MEGHALAYA
284829,2,Bugakolgre,,22,Village Employment Council,293793,0,17,MEGHALAYA
284755,2,Bugigre,,22,Village Employment Council,291575,0,17,MEGHALAYA
285385,2,Bul Awe,,22,Village Employment Council,292854,0,17,MEGHALAYA
285272,2,Bunakol,,22,Village Employment Council,293305,0,17,MEGHALAYA
288142,2,Burhill,,22,Village Employment Council,291789,0,17,MEGHALAYA
282769,2,Buripara,,22,Village Employment Council,292202,0,17,MEGHALAYA
282021,2,Burirjhar,,22,Village Employment Council,291790,0,17,MEGHALAYA
288071,2,Burma,,22,Village Employment Council,293114,0,17,MEGHALAYA
288502,2,Byndihati,,22,Village Employment Council,291791,0,17,MEGHALAYA
286016,2,Byrki,,22,Village Employment Council,291792,0,17,MEGHALAYA
286019,2,Byrki Mawthung,,22,Village Employment Council,292525,0,17,MEGHALAYA
286647,2,Byrnihat,,22,Village Employment Council,292131,0,17,MEGHALAYA
287949,2,Byrong,,22,Village Employment Council,292713,0,17,MEGHALAYA
287108,2,Byrwa,,22,Village Employment Council,291793,0,17,MEGHALAYA
288459,2,Byrwai,,22,Village Employment Council,293463,0,17,MEGHALAYA
285981,2,Camino Mawblang,,22,Village Employment Council,292557,0,17,MEGHALAYA
286823,2,Centre Village,,22,Village Employment Council,293638,0,17,MEGHALAYA
284672,2,Chachatgre,,22,Village Employment Council,292866,0,17,MEGHALAYA
284698,2,Chachat Jangkigre,,22,Village Employment Council,292866,0,17,MEGHALAYA
284706,2,Chachat Karubra,,22,Village Employment Council,292866,0,17,MEGHALAYA
284273,2,Chachinat,,22,Village Employment Council,291794,0,17,MEGHALAYA
283637,2,Chaipani  A,,22,Village Employment Council,291795,0,17,MEGHALAYA
283638,2,Chaipani  B,,22,Village Employment Council,291795,0,17,MEGHALAYA
287986,2,Chaklabasti,,22,Village Employment Council,292496,0,17,MEGHALAYA
283704,2,Chakodam,,22,Village Employment Council,291796,0,17,MEGHALAYA
282948,2,Chalitabari,,22,Village Employment Council,292459,0,17,MEGHALAYA
282199,1,Chamaguri,,22,Village Employment Council,0,0,17,MEGHALAYA
282318,2,Chamaguri,,22,Village Employment Council,291797,0,17,MEGHALAYA
282560,2,Chamaguri,,22,Village Employment Council,292091,0,17,MEGHALAYA
282205,2,Chamaguri(Rc),,22,Village Employment Council,292523,0,17,MEGHALAYA
282292,2,Chambagre,,22,Village Employment Council,292863,0,17,MEGHALAYA
282377,2,Chambakpara,,22,Village Employment Council,291802,0,17,MEGHALAYA
282375,2,Chambalgre,,22,Village Employment Council,291818,0,17,MEGHALAYA
283737,2,Chambildam,,22,Village Employment Council,292120,0,17,MEGHALAYA
282606,2,Chambilgre,,22,Village Employment Council,292076,0,17,MEGHALAYA
285161,2,Chambil Tolejang,,22,Village Employment Council,293430,0,17,MEGHALAYA
284999,2,Chambuagre,,22,Village Employment Council,292305,0,17,MEGHALAYA
282443,2,Chambugonggre,,22,Village Employment Council,292050,0,17,MEGHALAYA
288493,2,Cham Cham,,22,Village Employment Council,291798,0,17,MEGHALAYA
284355,2,Champe Apal,,22,Village Employment Council,292317,0,17,MEGHALAYA
282416,2,Chanangpara,,22,Village Employment Council,293300,0,17,MEGHALAYA
283534,2,Chanapara,,22,Village Employment Council,293582,0,17,MEGHALAYA
282545,2,Chanchilgiri,,22,Village Employment Council,291799,0,17,MEGHALAYA
283575,2,Chandabhoi   A,,22,Village Employment Council,291800,0,17,MEGHALAYA
288734,2,Chandabhoi (Hajongpara),,22,Village Employment Council,291800,0,17,MEGHALAYA
282163,2,Chandakona,,22,Village Employment Council,291674,0,17,MEGHALAYA
283611,2,Chandapara,,22,Village Employment Council,291801,0,17,MEGHALAYA
282385,2,Chandigre,,22,Village Employment Council,291802,0,17,MEGHALAYA
282829,2,Chandigre,,22,Village Employment Council,291803,0,17,MEGHALAYA
284981,2,Chandigre,,22,Village Employment Council,291962,0,17,MEGHALAYA
284881,2,Chandi Rongdigre,,22,Village Employment Council,291804,0,17,MEGHALAYA
283576,2,Chandobhoi     B,,22,Village Employment Council,291800,0,17,MEGHALAYA
282856,2,Chandragre,,22,Village Employment Council,293302,0,17,MEGHALAYA
282172,2,Chandrapathar,,22,Village Employment Council,292238,0,17,MEGHALAYA
285377,2,Chandra Suk,,22,Village Employment Council,293261,0,17,MEGHALAYA
282371,2,Chanupara,,22,Village Employment Council,292538,0,17,MEGHALAYA
283224,2,Chapahati  I,,22,Village Employment Council,291805,0,17,MEGHALAYA
283263,2,Chapahati II,,22,Village Employment Council,291805,0,17,MEGHALAYA
283225,2,Chapahati III,,22,Village Employment Council,291805,0,17,MEGHALAYA
282075,2,Chaprabudi,,22,Village Employment Council,293425,0,17,MEGHALAYA
282238,2,Charamgre,,22,Village Employment Council,291806,0,17,MEGHALAYA
282050,2,Charbatapara,,22,Village Employment Council,292127,0,17,MEGHALAYA
284221,2,Chare Akong,,22,Village Employment Council,291807,0,17,MEGHALAYA
285055,2,Charipara,,22,Village Employment Council,292188,0,17,MEGHALAYA
282166,2,Charkasaripara,,22,Village Employment Council,292260,0,17,MEGHALAYA
283756,2,Chasinanggre,,22,Village Employment Council,291861,0,17,MEGHALAYA
282763,2,Chasinggre,,22,Village Employment Council,292049,0,17,MEGHALAYA
283483,2,Chasinpara,,22,Village Employment Council,293075,0,17,MEGHALAYA
288724,2,Chatihari,,22,Village Employment Council,292332,0,17,MEGHALAYA
285135,2,Chawek Chibanda,,22,Village Employment Council,293279,0,17,MEGHALAYA
283326,2,Chekwatgre,,22,Village Employment Council,291750,0,17,MEGHALAYA
285194,2,Chekwe,,22,Village Employment Council,292898,0,17,MEGHALAYA
284697,2,Chekwe Bibra,,22,Village Employment Council,293377,0,17,MEGHALAYA
283119,2,Chelapara,,22,Village Employment Council,292042,0,17,MEGHALAYA
283026,2,Chelipara Nokat,,22,Village Employment Council,291808,0,17,MEGHALAYA
283025,2,Chelipara Songma,,22,Village Employment Council,291808,0,17,MEGHALAYA
283613,2,Chellipara,,22,Village Employment Council,293723,0,17,MEGHALAYA
285304,2,Chengbagre,,22,Village Employment Council,291999,0,17,MEGHALAYA
283375,2,Chengburigri,,22,Village Employment Council,291809,0,17,MEGHALAYA
282457,2,Chenggalgre,,22,Village Employment Council,291914,0,17,MEGHALAYA
283780,2,Chenggalma,,22,Village Employment Council,291810,0,17,MEGHALAYA
283410,2,Chenggapara,,22,Village Employment Council,291811,0,17,MEGHALAYA
