S.No.,Assembly Constituency Code,Assembly Constituency ECI Code,Assembly Constituency Name,Block Code,Block Name,District Census 2011 Code,District Code,District Name,Localbody Code,Localbody Name,Parliament Constituency code,Parliament Constituency ECI Code,Parliament Constituency Name,State Name,Subdistrict Census 2011 Code,Subdistrict Code,Subdistrict Name,Village Census 2011 Code,Village Code,Village Name
141,3928,83,Yercaud,6289,AYODHIYAPATTINAM,608,584,SALEM,227562,Aachankuttapatti,514,,Kallakurichi,TAMIL NADU,05740,5740,Salem,633971,633971,Aramanur
142,3944,138,Manapparai,6375,MARUNGAPURI,614,591,TIRUCHIRAPPALLI,230240,Kalingapatti,517,26,Karur,TAMIL NADU,00000,5954,MARUNGAPURI,636109,636109,Kalingapatti West
143,4010,186,Sivaganga,6317,SIVAGANGA,622,585,SIVAGANGA,228284,Vallaneri,528,33,Sivaganga,TAMIL NADU,05832,5832,Sivaganga,640295,640295,Alangulam
144,4076,45,Kilvaithinankuppam,6437,GUDIYATTAM,605,595,VELLORE,232332,Pattu,539,7,Vellore,TAMIL NADU,05712,5712,Gudiyatham,630344,630344,Pattu
145,4076,45,Kilvaithinankuppam,6439,K.V.KUPPAM,605,595,VELLORE,232389,Arumbakkam,539,7,Vellore,TAMIL NADU,00000,7052,K V Kuppam,630404,630404,Arumbakkam
146,3973,92,Rasipuram,6245,NAMAGIRIPET,609,580,NAMAKKAL,226125,Unanthangal,522,,Namakkal,TAMIL NADU,05746,5746,Rasipuram,634521,634521,Molakkadu
147,4010,186,Sivaganga,6311,KALLAL,622,585,SIVAGANGA,228068,ALAMPATTU,528,33,Sivaganga,TAMIL NADU,05830,5830,Karaikkudi,640113,640113,Vilavadiendal
148,3925,80,Kallakurichi,6465,RISHIVANDIAM,000,729,KALLAKURICHI,233516,Kunniyur,514,,Kallakurichi,TAMIL NADU,00000,7055,KALVARAYAN HILLS,633373,633373,Vanniyur
149,3958,188,Melur,6221,MELUR,623,578,MADURAI,225327,NAVINIPATTI,519,24,Madurai,TAMIL NADU,05835,5835,Melur,640521,640521,Navinipatti
150,4009,187,Manamadurai,6313,MANAMADURAI,622,585,SIVAGANGA,228150,PERUMPATCHERI,528,33,Sivaganga,TAMIL NADU,05833,5833,Manamadurai,640392,640392,Perumbacheri
151,3890,150,Jayankondam,6255,ANDIMADAM,616,610,Ariyalur,226346,Kuvagam,508,12,Chidambaram,TAMIL NADU,00000,5983,Andimadam,636359,636359,Kuvagam
152,4008,184,Karaikudi,6308,DEVAKOTTAI,622,585,SIVAGANGA,227943,NACHANGULAM,528,33,Sivaganga,TAMIL NADU,05831,5831,Devakottai,640150,640150,Nachankulam
153,4077,47,Vaniyambadi,6445,NATRAMPALLI,000,732,Tirupathur,232617,RAMANAICKENPET,539,7,Vellore,TAMIL NADU,05718,5718,Vaniyambadi,630936,630936,Ramanaickenpettai
154,4084,74,Viluppuram,6459,KOLIYANUR,607,596,VILLUPURAM,233192,DHALAVANUR,540,,Viluppuram,TAMIL NADU,05731,5731,Viluppuram,633014,633014,Dalavanur (Tiruvadi)
155,3976,96,Tiruchengodu,6243,MALLASAMUDRAM,609,580,NAMAKKAL,226071,Maraparai,522,,Namakkal,TAMIL NADU,05745,5745,Tiruchengode,634431,634431,Marapparai
156,4036,197,Usilampatti,6222,SEDAPATTI,623,578,MADURAI,225370,THADAIYAMPATTY,532,,Theni,TAMIL NADU,05839,5839,Peraiyur,640851,640851,Vannankulam
157,4036,197,Usilampatti,6216,CHELLAMPATTI,623,578,MADURAI,225171,SAKKARAPPANAICKANOOR,532,,Theni,TAMIL NADU,05838,5838,Usilampatti,640792,640792,Sakkarappanaickanur
158,4044,180,Pudukkottai,6273,PUDUKKOTTAI,621,582,PUDUKKOTTAI,226984,Vannarapatti,534,27,Tiruchirappalli,TAMIL NADU,05821,5821,Pudukkottai,639425,639425,Vannarapatti
159,3976,96,Tiruchengodu,6243,MALLASAMUDRAM,609,580,NAMAKKAL,226072,Minnampalli,522,,Namakkal,TAMIL NADU,05745,5745,Tiruchengode,634429,634429,Mettupalayam
160,4073,48,Ambur,6444,MADHANUR,000,732,Tirupathur,232598,VINNAMANGALAM,539,7,Vellore,TAMIL NADU,05719,5719,Ambur,631058,631058,Vellakkal R.F.
161,4088,196,Thirumangalam,6217,KALLIKUDI,623,578,MADURAI,225210,Unnipatty,541,,Virudhunagar,TAMIL NADU,00000,6615,Kalligudi,641006,641006,Kokkalancheri
162,4078,43,Vellore,6451,VELLORE,605,595,VELLORE,232871,Perumugai,539,7,Vellore,TAMIL NADU,05717,5717,Vellore,630802,630802,Perumugai
163,3969,168,Thiruvarur,6363,MANNARGUDI,619,590,THIRUVARUR,229811,MAHADEVAPATTINAM,521,30,Nagapattinam,TAMIL NADU,05808,5808,Mannargudi,638259,638259,Mahadeva Pattinam I
164,4076,45,Kilvaithinankuppam,6437,GUDIYATTAM,605,595,VELLORE,232321,Kothakuppam,539,7,Vellore,TAMIL NADU,05712,5712,Gudiyatham,630343,630343,Kothakuppam
165,4010,186,Sivaganga,6317,SIVAGANGA,622,585,SIVAGANGA,228245,Alangulam,528,33,Sivaganga,TAMIL NADU,05832,5832,Sivaganga,640315,640315,Vembankudi
166,3968,166,Thiruthuraipoondi,6362,KOTTUR,619,590,THIRUVARUR,229770,Paingkattur,521,30,Nagapattinam,TAMIL NADU,05808,5808,Mannargudi,638284,638284,Paingattur
167,4032,200,Bodinayackanur,6339,BODINAYAKKANUR,624,588,THENI,229033,Maniyampatti,532,,Theni,TAMIL NADU,05842,5842,Bodinayakanur,641083,641083,Rasingapuram
168,4088,196,Thirumangalam,6217,KALLIKUDI,623,578,MADURAI,225199,S.Vellakulam,541,,Virudhunagar,TAMIL NADU,00000,6615,Kalligudi,641002,641002,Sundarangundu
169,3861,39,Sholingur,6448,SHOLINGHUR,000,731,Ranipet,232531,Kunnathur,503,6,Arakkonam,TAMIL NADU,00000,7060,Sholinghur,630591,630591,Kunnathur
170,4058,103,Perundurai,6169,PERUNDURAI,610,573,ERODE,223796,Pattakaranpalayam,536,,Tiruppur,TAMIL NADU,05752,5752,Perundurai,634992,634992,Pattackarampalayam
171,3919,99,Erode (west),6159,CHENNIMALAI,610,573,ERODE,223635,Pungampadi,513,,Erode,TAMIL NADU,05752,5752,Perundurai,634996,634996,Pungampadi
172,3865,70,Gingee,6454,GINGEE,607,596,VILLUPURAM,232971,Devadanambettai,504,,Arani,TAMIL NADU,05728,5728,Gingee,632420,632420,Devadanampettai
173,4006,91,Veerapandi,6301,SALEM,608,584,SALEM,227788,ERUMAPALAYAM,527,16,Salem,TAMIL NADU,05740,5740,Salem,634062,634062,Erumapalayam (CT)
174,4055,105,Anthiyur,6162,GOPICHETTIPALAIYAM,610,573,ERODE,223671,MEVANI,536,,Tiruppur,TAMIL NADU,05751,5751,Gobichettipalayam,634907,634907,Mevani
175,4072,63,Tiruvannamalai,6416,THURINJAPURAM,606,593,TIRUVANNAMALAI,231497,Inamkariyandal,538,,Tiruvannamalai,TAMIL NADU,05727,5727,Tiruvannamalai,632109,632109,Velakkanandal
176,3976,96,Tiruchengodu,6243,MALLASAMUDRAM,609,580,NAMAKKAL,226080,Sappayapuram,522,,Namakkal,TAMIL NADU,05745,5745,Tiruchengode,634383,634383,Sappayapuram
177,3986,145,Musiri,6378,TATTAYYANGARPETTAI,614,591,TIRUCHIRAPPALLI,230361,Serugudi,524,28,Perambalur,TAMIL NADU,05774,5774,Musiri,635706,635706,Serugudi
178,4032,200,Bodinayackanur,6344,THENI,624,588,THENI,229111,Venkatachalapuram,532,,Theni,TAMIL NADU,05844,5844,Theni,641109,641109,Jangalpatty
179,3972,95,Paramathi-velur,6248,PARAMATHY,609,580,NAMAKKAL,226176,NADANTHAI,522,,Namakkal,TAMIL NADU,05748,5748,Paramathi-Velur,634733,634733,Nadandai
180,3927,79,Sankarapuram,6466,SANKARAPURAM,000,729,KALLAKURICHI,233561,KULATHUR .S,514,,Kallakurichi,TAMIL NADU,05733,5733,Sankarapuram,633315,633315,Kulathur
181,3947,52,Bargur,6205,BARGUR,631,577,KRISHNAGIRI,224781,Anchoor,518,14,Krishnagiri,TAMIL NADU,00000,6613,Bargur,643959,643959,Chendrapalli
182,4070,64,Kilpennathur,6410,KEELPENNATHUR,606,593,TIRUVANNAMALAI,231244,Su.polakunam,538,,Tiruvannamalai,TAMIL NADU,00000,6630,Kilpennathur,632154,632154,Kattuvalanandal
183,3866,71,Mailam,6460,MAILAM,607,596,VILLUPURAM,233272,Villukkam,504,,Arani,TAMIL NADU,05729,5729,Tindivanam,632615,632615,Vilukkam
184,4080,72,Tindivanam,6464,OLAKKUR,607,596,VILLUPURAM,233474,MELPETTAI,540,,Viluppuram,TAMIL NADU,05729,5729,Tindivanam,632570,632570,Melpettai
185,4008,184,Karaikudi,6312,KANNANKUDI,622,585,SIVAGANGA,228123,THERALAPPUR,528,33,Sivaganga,TAMIL NADU,05831,5831,Devakottai,640163,640163,Hanumanthagudi
186,3972,95,Paramathi-velur,6241,KABILAMALAI,609,580,NAMAKKAL,226038,Sullipalayam,522,,Namakkal,TAMIL NADU,05748,5748,Paramathi-Velur,634720,634720,Sullipalayam
187,4079,76,Thirukoilur,6463,MUGAIYUR,607,596,VILLUPURAM,233407,KARANAI,540,,Viluppuram,TAMIL NADU,00000,6651,Kandachipuram,633123,633123,Kasbakaranai
188,3861,39,Sholingur,6446,NEMILI,000,731,Ranipet,232671,Thuraiyur,503,6,Arakkonam,TAMIL NADU,00000,6664,Nemili,630657,630657,Thuraiyur
189,4082,73,Vanur,6458,KANDAMANGALAM,607,596,VILLUPURAM,233174,SORAPPUR,540,,Viluppuram,TAMIL NADU,05731,5731,Viluppuram,633033,633033,Sorappur
190,4082,73,Vanur,6458,KANDAMANGALAM,607,596,VILLUPURAM,233144,KALINJIKUPPAM,540,,Viluppuram,TAMIL NADU,05731,5731,Viluppuram,633040,633040,Kalanjukuppam
191,4088,196,Thirumangalam,6224,TIRUMANGALAM,623,578,MADURAI,225443,RAYAPALAYAM,541,,Virudhunagar,TAMIL NADU,05840,5840,Thirumangalam,640967,640967,Chettipillayarnatham
192,4070,64,Kilpennathur,6416,THURINJAPURAM,606,593,TIRUVANNAMALAI,231497,Inamkariyandal,538,,Tiruvannamalai,TAMIL NADU,05727,5727,Tiruvannamalai,632130,632130,Vengayavellore
193,4070,64,Kilpennathur,6416,THURINJAPURAM,606,593,TIRUVANNAMALAI,231497,Inamkariyandal,538,,Tiruvannamalai,TAMIL NADU,05727,5727,Tiruvannamalai,632107,632107,Inam Kariyandal
194,3927,79,Sankarapuram,6466,SANKARAPURAM,000,729,KALLAKURICHI,233552,ARASAMPATTU,514,,Kallakurichi,TAMIL NADU,05733,5733,Sankarapuram,633295,633295,Arasambattu
195,3859,40,Katpadi,6442,KATPADI,605,595,VELLORE,232491,ERANTHANGAL,503,6,Arakkonam,TAMIL NADU,05713,5713,Katpadi,630391,630391,Eranthangal
196,4036,197,Usilampatti,6216,CHELLAMPATTI,623,578,MADURAI,225150,A. PUDUPATTY,532,,Theni,TAMIL NADU,05838,5838,Usilampatti,640815,640815,Krishnapuram
197,4072,63,Tiruvannamalai,6417,TIRUVANNAMALAI,606,593,TIRUVANNAMALAI,231546,Aradapattu,538,,Tiruvannamalai,TAMIL NADU,05727,5727,Tiruvannamalai,632224,632224,Aradapattu
198,3946,179,Viralimalai,6264,ANNAVASAL,621,582,PUDUKKOTTAI,226633,MATHIYANALLUR,517,26,Karur,TAMIL NADU,05818,5818,Iluppur,639277,639277,Mathiyanallur
199,3969,168,Thiruvarur,6361,KORADACHERRY,619,590,THIRUVARUR,229706,ATHIKADAI,521,30,Nagapattinam,TAMIL NADU,05804,5804,Kudavasal,637999,637999,Abivirutheeswaram
200,3988,146,Thuraiyur,6382,UPPILIAPURAM,614,591,TIRUCHIRAPPALLI,230462,Sobanapuram,524,28,Perambalur,TAMIL NADU,05775,5775,Thuraiyur,635760,635760,Sobanapuram
201,4070,64,Kilpennathur,6417,TIRUVANNAMALAI,606,593,TIRUVANNAMALAI,231605,Veraiyur,538,,Tiruvannamalai,TAMIL NADU,05727,5727,Tiruvannamalai,632235,632235,Veraiyur
202,4012,185,Tiruppattur,6318,TIRUPPATHUR,622,585,SIVAGANGA,228295,KARUPPUR,528,33,Sivaganga,TAMIL NADU,05829,5829,Thiruppathur,640021,640021,Karuppur
203,3952,54,Veppanahalli,6208,KELAMANGALAM,631,577,KRISHNAGIRI,224894,Koppakarai,518,14,Krishnagiri,TAMIL NADU,05892,5892,Denkanikottai,644024,644024,Pillari Agraharam
204,3978,107,Bhavanisagar,6158,BHAVANISAGAR,610,573,ERODE,223607,MATHAMPALAYAM,523,18,Nilgiris,TAMIL NADU,05749,5749,Sathyamangalam,634827,634827,Marayeepalayam
205,3858,42,Arcot,6436,ARCOT,000,731,Ranipet,232285,Mecheri,503,6,Arakkonam,TAMIL NADU,05716,5716,Arcot,630728,630728,Mecheri
206,3864,68,Cheyyar,6419,VEMBAKKAM,606,593,TIRUVANNAMALAI,231726,Vadakalpakkam,504,,Arani,TAMIL NADU,00000,6624,Vembakkam,631262,631262,Vadakalpakkam
207,3864,68,Cheyyar,6419,VEMBAKKAM,606,593,TIRUVANNAMALAI,231682,Irumaram,504,,Arani,TAMIL NADU,00000,6624,Vembakkam,631241,631241,Irumaram
208,4067,62,Chengam,6405,CHENGAM,606,593,TIRUVANNAMALAI,231044,Uchimalaikuppam,538,,Tiruvannamalai,TAMIL NADU,05725,5725,Chengam,631938,631938,Uchimalaikuppam
209,3928,83,Yercaud,6289,AYODHIYAPATTINAM,608,584,SALEM,227586,Sukkampatti,514,,Kallakurichi,TAMIL NADU,05740,5740,Salem,633966,633966,Sukkampatti
210,4076,45,Kilvaithinankuppam,6437,GUDIYATTAM,605,595,VELLORE,232317,Kallapadi,539,7,Vellore,TAMIL NADU,05712,5712,Gudiyatham,630294,630294,Kallapadi
211,4010,186,Sivaganga,6317,SIVAGANGA,622,585,SIVAGANGA,228269,Nalukattai,528,33,Sivaganga,TAMIL NADU,05832,5832,Sivaganga,640242,640242,Nalukottai
212,3950,56,Thalli,6208,KELAMANGALAM,631,577,KRISHNAGIRI,224879,Bairamangalam,518,14,Krishnagiri,TAMIL NADU,05892,5892,Denkanikottai,644013,644013,Bairamangalam
213,3968,166,Thiruthuraipoondi,6362,KOTTUR,619,590,THIRUVARUR,229758,Kottur thottam,521,30,Nagapattinam,TAMIL NADU,05808,5808,Mannargudi,638277,638277,Kottur Thottam
214,4025,167,Mannargudi,6362,KOTTUR,619,590,THIRUVARUR,229784,Thenparai,531,31,Thanjavur,TAMIL NADU,05808,5808,Mannargudi,638292,638292,Thenparai
215,4075,46,Gudiyattam,6447,PERANAMBATTU,605,595,VELLORE,232693,Gundalapalli,539,7,Vellore,TAMIL NADU,05712,5712,Gudiyatham,630358,630358,Gundalapalli R.F
216,4071,50,Tiruppattur,6438,JOLARPET,000,732,Tirupathur,232355,CHINNAMOOKANUR,538,,Tiruvannamalai,TAMIL NADU,05720,5720,Tirupathur,631159,631159,Pachchal (CT)
217,3857,38,Arakkonam,6446,NEMILI,000,731,Ranipet,232629,Attupakkam,503,6,Arakkonam,TAMIL NADU,05715,5715,Arakonam,630633,630633,Attupakkam
218,3925,80,Kallakurichi,6453,CHINNASALEM,000,729,KALLAKURICHI,232931,KARUNKUZHI,514,,Kallakurichi,TAMIL NADU,00000,5977,Chinnasalem,633536,633536,Karunguli
219,4002,84,Omalur,6298,OMALUR,608,584,SALEM,227707,Naranampalayam,527,16,Salem,TAMIL NADU,05737,5737,Omalur,633832,633832,Mailapalaiyam
220,3890,150,Jayankondam,6257,JAYAMKONDAM,616,610,Ariyalur,226400,Alathipallam,508,12,Chidambaram,TAMIL NADU,05786,5786,Udayarpalayam,636369,636369,Kundaveli (West)
221,4069,65,Kalasapakkam,6408,JAWATHU HILLS,606,593,TIRUVANNAMALAI,231151,Kovilur,538,,Tiruvannamalai,TAMIL NADU,00000,6631,Jamunamarathoor,631677,631677,Kovilur
222,3986,145,Musiri,6378,TATTAYYANGARPETTAI,614,591,TIRUCHIRAPPALLI,230352,Mahadevi,524,28,Perambalur,TAMIL NADU,05774,5774,Musiri,635697,635697,Mahadevi
223,3865,70,Gingee,6454,GINGEE,607,596,VILLUPURAM,232992,Nallanpillaipetral,504,,Arani,TAMIL NADU,05728,5728,Gingee,632433,632433,Nallampillaipetral
224,4056,104,Bhavani,6157,BHAVANI,610,573,ERODE,223599,SANNIYASIPATTI,536,,Tiruppur,TAMIL NADU,05750,5750,Bhavani,634878,634878,Sanyasipatti
225,4010,186,Sivaganga,6310,KALAIYARKOIL,622,585,SIVAGANGA,228043,MELAMANGALAM,528,33,Sivaganga,TAMIL NADU,05832,5832,Sivaganga,640241,640241,Okkurpudur
226,4088,196,Thirumangalam,6223,T.KALLUPATTI,623,578,MADURAI,225382,Chittulotti,541,,Virudhunagar,TAMIL NADU,05839,5839,Peraiyur,640911,640911,Paraipatti
227,4088,196,Thirumangalam,6223,T.KALLUPATTI,623,578,MADURAI,225394,Mathakkarai,541,,Virudhunagar,TAMIL NADU,05839,5839,Peraiyur,640882,640882,Mathakkarai
228,4057,106,Gobichettipalayam,6168,NAMBIYUR,610,573,ERODE,223775,KURUMANDUR,536,,Tiruppur,TAMIL NADU,00000,6638,Nambiyur,634935,634935,Kurumandur
229,3976,96,Tiruchengodu,6243,MALLASAMUDRAM,609,580,NAMAKKAL,226079,Ramapuram,522,,Namakkal,TAMIL NADU,05745,5745,Tiruchengode,634419,634419,Ramapuram
230,3947,52,Bargur,6214,VEPPANAPALLI,631,577,KRISHNAGIRI,225087,Balanapalli,518,14,Krishnagiri,TAMIL NADU,05891,5891,Krishnagiri,643855,643855,Sigaralapalli
231,4080,72,Tindivanam,6460,MAILAM,607,596,VILLUPURAM,233269,Veliyanur,540,,Viluppuram,TAMIL NADU,05729,5729,Tindivanam,632696,632696,Veliyanur
232,4077,47,Vaniyambadi,6445,NATRAMPALLI,000,732,Tirupathur,232599,ALASANDAPURAM,539,7,Vellore,TAMIL NADU,05718,5718,Vaniyambadi,630929,630929,Simugampattu
233,3952,54,Veppanahalli,6214,VEPPANAPALLI,631,577,KRISHNAGIRI,225105,Naduvanapalli,518,14,Krishnagiri,TAMIL NADU,05891,5891,Krishnagiri,643899,643899,Thattatharai
234,3857,38,Arakkonam,6435,ARAKKONAM,000,731,Ranipet,232263,Uriyur,503,6,Arakkonam,TAMIL NADU,05715,5715,Arakonam,630687,630687,Uriyur R.F
235,3926,78,Rishivandiyam,6469,TIRUKKOYILUR,000,729,KALLAKURICHI,233722,POOMARI,514,,Kallakurichi,TAMIL NADU,05732,5732,Tirukkoyilur,633144,633144,Poomari
236,3925,80,Kallakurichi,6453,CHINNASALEM,000,729,KALLAKURICHI,232951,RAYARPALAYAM,514,,Kallakurichi,TAMIL NADU,05734,5734,Kallakkurichi,633522,633522,Rayarpalayam
237,3975,93,Senthamangalam,6245,NAMAGIRIPET,609,580,NAMAKKAL,226122,TJederpalayam,522,,Namakkal,TAMIL NADU,05746,5746,Rasipuram,634537,634537,O.Jedarpalayam
238,3890,150,Jayankondam,6257,JAYAMKONDAM,616,610,Ariyalur,226419,Periyavalayam,508,12,Chidambaram,TAMIL NADU,05786,5786,Udayarpalayam,636377,636377,Periyavalayam
239,3952,54,Veppanahalli,6214,VEPPANAPALLI,631,577,KRISHNAGIRI,225103,Manavarnapalli,518,14,Krishnagiri,TAMIL NADU,05891,5891,Krishnagiri,643856,643856,Kasiruganapalli
240,4012,185,Tiruppattur,6316,SINGAMPUNARI,622,585,SIVAGANGA,228220,A.kalappur,528,33,Sivaganga,TAMIL NADU,00000,5995,Singampunari,639999,639999,A. Kalappur
241,4011,181,Thirumayam,6266,ARIMALAM,621,582,PUDUKKOTTAI,226726,Mirattunilai,528,33,Sivaganga,TAMIL NADU,05822,5822,Thirumayam,639466,639466,Mirattunilai
242,3978,107,Bhavanisagar,6158,BHAVANISAGAR,610,573,ERODE,223608,MUDUKKANTHURAI,523,18,Nilgiris,TAMIL NADU,05749,5749,Sathyamangalam,634833,634833,Mudukkanthurai
243,3925,80,Kallakurichi,6467,THIAGADURGAM,000,729,KALLAKURICHI,233626,THIYAGAI,514,,Kallakurichi,TAMIL NADU,05734,5734,Kallakkurichi,633457,633457,Siruval
244,4067,62,Chengam,6414,THANDRAMPET,606,593,TIRUVANNAMALAI,231405,P.Quilam,538,,Tiruvannamalai,TAMIL NADU,05726,5726,THANDRAMPET,632031,632031,Perungolathur
245,3976,96,Tiruchengodu,6243,MALLASAMUDRAM,609,580,NAMAKKAL,226076,Palamedu,522,,Namakkal,TAMIL NADU,05745,5745,Tiruchengode,634422,634422,Palamedu
246,4010,186,Sivaganga,6310,KALAIYARKOIL,622,585,SIVAGANGA,228030,KADANERI,528,33,Sivaganga,TAMIL NADU,05832,5832,Sivaganga,640237,640237,Kadaneri
247,4088,196,Thirumangalam,6224,TIRUMANGALAM,623,578,MADURAI,225420,ALAMPATTY,541,,Virudhunagar,TAMIL NADU,05840,5840,Thirumangalam,640958,640958,Melakottai
248,3865,70,Gingee,6462,MELMALAYANUR,607,596,VILLUPURAM,233371,Siruthlaipoondi,504,,Arani,TAMIL NADU,00000,6652,Melmalaiyanur,632307,632307,Sirudalaipoondi
249,3975,93,Senthamangalam,6242,KOLLI HILLS,609,580,NAMAKKAL,226046,Chittoor Nadu,522,,Namakkal,TAMIL NADU,00000,6625,KOLLI HILLS,634561,634561,Chithurnadu
250,3860,41,Ranipet,6436,ARCOT,000,731,Ranipet,232276,Kathiyavadi,503,6,Arakkonam,TAMIL NADU,05714,5714,Wallajah,630535,630535,Kathiavadi
251,4076,45,Kilvaithinankuppam,6437,GUDIYATTAM,605,595,VELLORE,232310,Chettikuppam,539,7,Vellore,TAMIL NADU,05712,5712,Gudiyatham,630317,630317,Chettikuppam
252,3976,96,Tiruchengodu,6252,TIRUCHENGODU,609,580,NAMAKKAL,226265,Thirumangalam,522,,Namakkal,TAMIL NADU,05745,5745,Tiruchengode,634377,634377,Thirumangalam
253,3868,69,Vandavasi,6418,VANDAVASI,606,593,TIRUVANNAMALAI,231617,Chetpet,504,,Arani,TAMIL NADU,05723,5723,Vandavasi,631446,631446,Settupattu
254,3923,82,Attur,6300,PEDDANAICKENPALAYAM,608,584,SALEM,227766,P.K.HillsKeelnadu,514,,Kallakurichi,TAMIL NADU,05743,5743,Attur,634322,634322,Nagalur RF
255,3862,3,Tiruttani,6350,PALLIPATTU,602,589,THIRUVALLUR,229368,Veliagaram,503,6,Arakkonam,TAMIL NADU,05697,5697,Pallipattu,628939,628939,Veliagaram
256,3866,71,Mailam,6460,MAILAM,607,596,VILLUPURAM,233257,Periathachur,504,,Arani,TAMIL NADU,05729,5729,Tindivanam,632724,632724,Periathatchur
257,3867,66,Polur,6411,PERNAMALLUR,606,593,TIRUVANNAMALAI,231270,Konaiyur,504,,Arani,TAMIL NADU,00000,6617,Chetpet,631484,631484,Konaiyur
258,3867,66,Polur,6412,POLUR,606,593,TIRUVANNAMALAI,231322,Krishnapuram,504,,Arani,TAMIL NADU,05724,5724,Polur,631685,631685,Kasthambady
259,3968,166,Thiruthuraipoondi,6362,KOTTUR,619,590,THIRUVARUR,229782,Seruvamani,521,30,Nagapattinam,TAMIL NADU,00000,6627,Koothanallur,638198,638198,seruvamani
260,3858,42,Arcot,6449,TIMIRI,000,731,Ranipet,232813,Pudur,503,6,Arakkonam,TAMIL NADU,00000,7059,Kalavai,630750,630750,Pindithangal
261,4076,45,Kilvaithinankuppam,6437,GUDIYATTAM,605,595,VELLORE,232307,Bojanapuram,539,7,Vellore,TAMIL NADU,05712,5712,Gudiyatham,630318,630318,Bojanapuram
262,3958,188,Melur,6221,MELUR,623,578,MADURAI,225338,THANIYAMANGALAM,519,24,Madurai,TAMIL NADU,05835,5835,Melur,640525,640525,Thanaiyamangalam
263,3861,39,Sholingur,6446,NEMILI,000,731,Ranipet,232663,Poigainallur,503,6,Arakkonam,TAMIL NADU,00000,6664,Nemili,630669,630669,Poigainallur
264,4073,48,Ambur,6444,MADHANUR,000,732,Tirupathur,232707,Mittalam,539,7,Vellore,TAMIL NADU,05719,5719,Ambur,631011,631011,Mittalam
265,3925,80,Kallakurichi,6467,THIAGADURGAM,000,729,KALLAKURICHI,233599,EYYANUR,514,,Kallakurichi,TAMIL NADU,05734,5734,Kallakkurichi,633570,633570,Magarur R.F.
266,4075,46,Gudiyattam,6447,PERANAMBATTU,605,595,VELLORE,232712,Pallalakuppam,539,7,Vellore,TAMIL NADU,00000,6663,Pernambut,631062,631062,Pallalakuppam R.F(Portion of)
267,4069,65,Kalasapakkam,6409,KALASAPAKKAM,606,593,TIRUVANNAMALAI,231177,Kidampalayam,538,,Tiruvannamalai,TAMIL NADU,00000,5959,Kalasapakkam,631742,631742,Kidampalayam
268,4070,64,Kilpennathur,6410,KEELPENNATHUR,606,593,TIRUVANNAMALAI,231234,Neivanatham,538,,Tiruvannamalai,TAMIL NADU,00000,6630,Kilpennathur,632184,632184,Neivanatham
269,4032,200,Bodinayackanur,6344,THENI,624,588,THENI,229094,Ambasamudram,532,,Theni,TAMIL NADU,05844,5844,Theni,641102,641102,Govindanagaram
270,3858,42,Arcot,6436,ARCOT,000,731,Ranipet,232273,Esaiyanur,503,6,Arakkonam,TAMIL NADU,05716,5716,Arcot,630705,630705,Esayanur
271,3969,168,Thiruvarur,6361,KORADACHERRY,619,590,THIRUVARUR,229724,MUSIRIYAM,521,30,Nagapattinam,TAMIL NADU,00000,6627,Koothanallur,638016,638016,Musiriyam
272,3867,66,Polur,6412,POLUR,606,593,TIRUVANNAMALAI,231338,Sengunam,504,,Arani,TAMIL NADU,05724,5724,Polur,631707,631707,Sengunam
273,3958,188,Melur,6218,KOTTAMPATTI,623,578,MADURAI,225215,Attapatti,519,24,Madurai,TAMIL NADU,05835,5835,Melur,640511,640511,Attappatti
274,4008,184,Karaikudi,6308,DEVAKOTTAI,622,585,SIVAGANGA,227947,PUDUKURUCHI,528,33,Sivaganga,TAMIL NADU,05831,5831,Devakottai,640216,640216,Vilimar
275,3988,146,Thuraiyur,6381,TURAIYUR,614,591,TIRUCHIRAPPALLI,230448,Vengatesapuram,524,28,Perambalur,TAMIL NADU,05775,5775,Thuraiyur,635795,635795,Venkatesapuram
276,4009,187,Manamadurai,6319,TIRUPPUVANAM,622,585,SIVAGANGA,228336,KANJIRANKULAM,528,33,Sivaganga,TAMIL NADU,00000,5965,Thiruppuvanam,640383,640383,Erukkalaivellur
277,3867,66,Polur,6412,POLUR,606,593,TIRUVANNAMALAI,231321,Kelur,504,,Arani,TAMIL NADU,05724,5724,Polur,631690,631690,Thiappanandhal
278,3986,145,Musiri,6378,TATTAYYANGARPETTAI,614,591,TIRUCHIRAPPALLI,230366,Valaiyeduppu,524,28,Perambalur,TAMIL NADU,05774,5774,Musiri,635704,635704,Valaiyeduppu
279,3984,143,Lalgudi,6371,LALGUDI,614,591,TIRUCHIRAPPALLI,230120,Koppavali,524,28,Perambalur,TAMIL NADU,05777,5777,Lalgudi,635939,635939,Manakkal (East)
280,4088,196,Thirumangalam,6224,TIRUMANGALAM,623,578,MADURAI,225422,AMMAPATTY,541,,Virudhunagar,TAMIL NADU,05840,5840,Thirumangalam,640947,640947,Ammapatti
281,3952,54,Veppanahalli,6211,SHOOLAGIRI,631,577,KRISHNAGIRI,224986,Melumalai,518,14,Krishnagiri,TAMIL NADU,00000,6641,Shoolagiri,643846,643846,Bikkanapalli
282,3859,40,Katpadi,6452,WALAJAPET,000,731,Ranipet,232915,Vasur,503,6,Arakkonam,TAMIL NADU,05714,5714,Wallajah,630476,630476,Vasur
