Assembly Constituency Code,Assembly Constituency ECI Code,Assembly Constituency Name,Block Code,Block Name,District Census 2011 Code,District Code,District Name,Localbody Code,Localbody Name,Parliament Constituency code,Parliament Constituency ECI Code,Parliament Constituency Name,State Name,Subdistrict Census 2011 Code,Subdistrict Code,Subdistrict Name,Village Census 2011 Code,Village Code,Village Name
3590,194,Arsikere,5848,ARSIKERE,574,539,HASSAN,218271,KARAGUNDA,469,19,Hassan,KARNATAKA,05555,5555,Arsikere,615685,615685,Mannamakanahalli,
3594,127,Kadur,5803,KADUR,570,532,CHIKKAMAGALURU,216841,BASUR,469,19,Hassan,KARNATAKA,05529,5529,Kadur,609432,609432,Gowdanakattehalli,
3667,126,Tarikere,5808,TARIKERE,570,532,CHIKKAMAGALURU,217010,THIGADA,478,18,Udupi Chikkamagaluru,KARNATAKA,05528,5528,Tarikere,609341,609341,Thigada,
3610,145,Mulbagal,5872,MULBAGAL,581,542,KOLAR,219005,MALLANAYAKANAHALLI,471,10,Kolar,KARNATAKA,05594,5594,Mulbagal,623145,623145,Mopurahalli,
3667,126,Tarikere,5808,TARIKERE,570,532,CHIKKAMAGALURU,216986,HADIKERE,478,18,Udupi Chikkamagaluru,KARNATAKA,05528,5528,Tarikere,609186,609186,Lakshmisagara,
3590,194,Arsikere,5848,ARSIKERE,574,539,HASSAN,218267,KALLUGUNDI,469,19,Hassan,KARNATAKA,05555,5555,Arsikere,615605,615605,Battihalli,
3651,116,Sorab,5900,SAGAR,568,547,SHIVAMOGGA,219918,KANDIKA,476,21,Shivamogga,KARNATAKA,05515,5515,Sagar,607180,607180,Kugve,
3514,49,Bidar South,5792,HUMNABAD,558,529,BIDAR,216440,CHANGLERA,459,1,Bidar,KARNATAKA,05458,5458,Homnabad,000000,917931,Chowki Thanda,
3589,198,Arkalgud,5852,HOLENARSIPUR,574,539,HASSAN,218429,ODANAHALLI,469,19,Hassan,KARNATAKA,05559,5559,Hole Narsipur,616901,616901,Galipura Kaval,
3665,124,Mudigere,5805,MUDIGERE,570,532,CHIKKAMAGALURU,216935,NANDIPURA,478,18,Udupi Chikkamagaluru,KARNATAKA,05531,5531,Mudigere,609983,609983,Gabbahalli,
3654,135,Gubbi,5906,GUBBI,571,548,TUMAKURU,220133,DODDAGUNNI,477,8,Tumakuru,KARNATAKA,05538,5538,Gubbi,611786,611786,Kanchiganahalli,
3610,145,Mulbagal,5872,MULBAGAL,581,542,KOLAR,219017,UTTANUR,471,10,Kolar,KARNATAKA,05594,5594,Mulbagal,622909,622909,Banahalli,
3595,199,Sakleshpur,5846,ALUR,574,539,HASSAN,218208,KANATHUR,469,19,Hassan,KARNATAKA,05557,5557,Alur,616379,616379,Nakalgod,
3537,139,Gauribidanur,5868,GAURIBIDANUR,582,630,CHIKKABALLAPURA,218901,KALLINAYAKANAHALLI,462,9,Chikkballapur,KARNATAKA,05595,5595,Gauribidanur,623372,623372,Chikkahosahalli,
3666,123,Sringeri,5804,KOPPA,570,532,CHIKKAMAGALURU,216896,BHANDIGADI,478,18,Udupi Chikkamagaluru,KARNATAKA,05526,5526,Koppa,608971,608971,Bhandigadi,
3508,90,Vijayanagara,5784,HOSAPETE,565,528,BALLARI,216201,HOSUR,458,5,Ballari,KARNATAKA,05498,5498,Hosapete,604717,604717,Hosur,
3609,149,Malur,5871,MALUR,581,542,KOLAR,218976,KUDIYANUR,471,10,Kolar,KARNATAKA,05592,5592,Malur,622214,622214,Halkempanahalli,
3528,213,Heggadadevankote,5886,HEGGADADEVANKOTE,577,545,MYSURU,219445,D.B.KUPPE,461,15,Chamarajanagar,KARNATAKA,05573,5573,Heggadadevankote,619064,619064,Chikkabyranakuppe,
3565,109,Channagiri,5820,CHANNAGIRI,567,535,DAVANGERE,217405,BELLIGANADU,466,6,Davanagere,KARNATAKA,05514,5514,Channagiri,606958,606958,Somanahalu,
3507,95,Sandur,5786,SANDUR,565,528,BALLARI,216255,KALINGERI,458,5,Ballari,KARNATAKA,05501,5501,Sandur,604969,604969,Kalingeri,
3590,194,Arsikere,5848,ARSIKERE,574,539,HASSAN,218282,PURALEHALLI,469,19,Hassan,KARNATAKA,05555,5555,Arsikere,615597,615597,Harathanahalli,
3528,213,Heggadadevankote,5886,HEGGADADEVANKOTE,577,545,MYSURU,219446,G.B.SARAGUR,461,15,Chamarajanagar,KARNATAKA,05573,5573,Heggadadevankote,618925,618925,Bettadabeedu,
3522,26,Muddebihal,5796,MUDDEBIHAL,557,530,VIJAYAPURA,216612,KAVADIMATTI,460,28,Vijayapura,KARNATAKA,05453,5453,Muddebihal,599624,599624,Shirol,
3665,124,Mudigere,5802,CHIKKAMAGALURU,570,532,CHIKKAMAGALURU,216811,K.R.PETE (BIGGANAHALLIDAKALE),478,18,Udupi Chikkamagaluru,KARNATAKA,05530,5530,Chikkamagaluru,609877,609877,Billenahalli,
3528,213,Heggadadevankote,5886,HEGGADADEVANKOTE,577,545,MYSURU,219445,D.B.KUPPE,461,15,Chamarajanagar,KARNATAKA,05573,5573,Heggadadevankote,619061,619061,Vadakanamala,
3510,52,Aurad,5788,AURAD,558,529,BIDAR,216312,HOKRANA,459,1,Bidar,KARNATAKA,05456,5456,Aurad,599972,599972,Bawalgaon,
3584,43,Kalaburagi Rural,5837,ALAND,579,538,KALABURAGI,217887,AMBALGA,468,2,Kalaburagi,KARNATAKA,05580,5580,Aland,619984,619984,Kalkutga,
3589,198,Arkalgud,5847,ARKALGUD,574,539,HASSAN,218231,KALENAHALLI,469,19,Hassan,KARNATAKA,05558,5558,Arkalgud,616772,616772,Jittenahalli,
3618,58,Sindhanur,5897,SINDHANUR,559,546,RAICHUR,219824,R.H.COLONY,472,4,Koppal,KARNATAKA,05463,5463,Sindhnur,000000,924582,RHNO 03,
3637,56,Devadurga,5893,DEVADURGA,559,546,RAICHUR,219680,HEMANAL,475,3,Raichur,KARNATAKA,05460,5460,Devadurga,600654,600654,Khanapur,
3618,58,Sindhanur,5897,SINDHANUR,559,546,RAICHUR,219816,HOSALLI E.J.,472,4,Koppal,KARNATAKA,05463,5463,Sindhnur,601213,601213,Hatti,
3612,144,Srinivaspur,5874,SRINIVASPUR,581,542,KOLAR,219055,KURIGEPALLI,471,10,Kolar,KARNATAKA,05590,5590,Srinivaspur,621393,621393,Gudipalli,
3607,148,Kolar,5870,KOLAR,581,542,KOLAR,218927,BEGLIHOSAHALLI,471,10,Kolar,KARNATAKA,05591,5591,Kolar,622038,622038,Begli,
3609,149,Malur,5871,MALUR,581,542,KOLAR,218987,THRUNASI,471,10,Kolar,KARNATAKA,05592,5592,Malur,622346,622346,Chavaramangala,
3650,111,Shivamogga Rural,5902,SHIVAMOGGA,568,547,SHIVAMOGGA,220016,THAMMADIHALLI,476,21,Shivamogga,KARNATAKA,05520,5520,Shivamogga,608385,608385,Koodi,
3584,43,Kalaburagi Rural,5840,KALABURAGI,579,538,KALABURAGI,218017,NAGOOR,468,2,Kalaburagi,KARNATAKA,05582,5582,Kalaburagi,620228,620228,Harkanchi,
3582,40,Chittapur,5839,CHITAPUR,579,538,KALABURAGI,217957,ALOLLI,468,2,Kalaburagi,KARNATAKA,05585,5585,Chittapur,620692,620692,Dandgund,
3637,56,Devadurga,5893,DEVADURGA,559,546,RAICHUR,219681,HIREBUDUR,475,3,Raichur,KARNATAKA,05460,5460,Devadurga,600649,600649,Budinhal,
3615,64,Koppal,5876,KOPPAL,560,543,KOPPAL,219115,BOCHANAHALLI,472,4,Koppal,KARNATAKA,05467,5467,Koppal,601734,601734,Halwagali,
3659,133,Tumakuru Rural,5913,TUMAKURU,571,548,TUMAKURU,220352,ARIYURU,477,8,Tumakuru,KARNATAKA,05537,5537,Tumakuru,611468,611468,Gulaganjihalli,
3591,195,Belur,5849,BELUR,574,539,HASSAN,218299,DABBE,469,19,Hassan,KARNATAKA,05554,5554,Belur,615083,615083,Kotiganahalli,
3589,198,Arkalgud,5847,ARKALGUD,574,539,HASSAN,218224,GANGOOR,469,19,Hassan,KARNATAKA,05558,5558,Arkalgud,616749,616749,J.Hosahalli,
3661,125,Chikkamagaluru,5803,KADUR,570,532,CHIKKAMAGALURU,216870,NAGENAHALLI,478,18,Udupi Chikkamagaluru,KARNATAKA,05529,5529,Kadur,609628,609628,Nagenahalli,
3550,99,Chitradurga,5810,CHITRADURGA,566,533,CHITRADURGA,217085,SONDEKOLA,464,7,Chitradurga,KARNATAKA,05505,5505,Chitradurga,605605,605605,Obannanahalli,
3609,149,Malur,5871,MALUR,581,542,KOLAR,218984,SHIVARAPATNA,471,10,Kolar,KARNATAKA,05592,5592,Malur,622122,622122,Agrahara,
3606,143,Chintamani,5867,CHINTAMANI,582,630,CHIKKABALLAPURA,218869,NANDIGANAHALLI,471,10,Kolar,KARNATAKA,05600,5600,Chintamani,624493,624493,Annepalli,
3595,199,Sakleshpur,5846,ALUR,574,539,HASSAN,218209,KARAGODU,469,19,Hassan,KARNATAKA,05557,5557,Alur,616256,616256,Kakkehalli,
3617,59,Maski,5894,LINGSUGUR,559,546,RAICHUR,219717,KANNAL,472,4,Koppal,KARNATAKA,05459,5459,Lingsugur,600507,600507,Mudaldinni,
3581,34,Afzalpur,5836,AFZALPUR,579,538,KALABURAGI,217875,GOURA B,468,2,Kalaburagi,KARNATAKA,05581,5581,Afzalpur,620110,620110,Soan,
3556,136,Sira,5911,SIRA,571,548,TUMAKURU,220299,GOWDAGERE,464,7,Chitradurga,KARNATAKA,05533,5533,Sira,610330,610330,Gomaranahalli,
3510,52,Aurad,5788,AURAD,558,529,BIDAR,216304,CHINTAKI,459,1,Bidar,KARNATAKA,05456,5456,Aurad,600079,600079,Lingadhalli(Jukal),
3528,213,Heggadadevankote,5886,HEGGADADEVANKOTE,577,545,MYSURU,219459,MANUGANAHALLI,461,15,Chamarajanagar,KARNATAKA,05573,5573,Heggadadevankote,618979,618979,Hunsahalli,
3617,59,Maski,5897,SINDHANUR,559,546,RAICHUR,219833,UMALOTI,472,4,Koppal,KARNATAKA,05463,5463,Sindhnur,601067,601067,Mullur (U),
3549,98,Challakere,5809,CHALLAKERE,566,533,CHITRADURGA,217016,BUDNAHATTI,464,7,Chitradurga,KARNATAKA,05504,5504,Challakere,000000,926550,BORAPPANAHATTY,
3609,149,Malur,5871,MALUR,581,542,KOLAR,218973,JAYAMANGALA,471,10,Kolar,KARNATAKA,05592,5592,Malur,622250,622250,Jayamangala,
3593,197,Holenarasipur,5850,CHANNARAYAPATNA,574,539,HASSAN,218329,ANEKERE,469,19,Hassan,KARNATAKA,05560,5560,Channarayapatna,617084,617084,Channapura,
3542,2,Chikkodi-Sadalga,5774,CHIKODI,555,527,BELAGAVI,215788,CHIKKALAWAL,463,26,Chikkodi,KARNATAKA,05433,5433,Chikodi,597201,597201,Rampur,
3528,213,Heggadadevankote,5886,HEGGADADEVANKOTE,577,545,MYSURU,219444,CHIKKEREYURU,461,15,Chamarajanagar,KARNATAKA,05573,5573,Heggadadevankote,000000,927042,BOGESHVARA COLONY,
3645,112,Bhadravati,5898,BHADRAVATI,568,547,SHIVAMOGGA,219843,ATTIGUNDA,476,21,Shivamogga,KARNATAKA,05521,5521,Bhadravati,608597,608597,Basalikatte,
3523,31,Nagthan,5794,VIJAYAPURA,557,530,VIJAYAPURA,216520,GUNAKI,460,28,Vijayapura,KARNATAKA,05449,5449,Vijayapura,599069,599069,Kannal,
3530,214,Nanjangud,5890,NANJANGUD,577,545,MYSURU,219602,SHIRAMALLI,461,15,Chamarajanagar,KARNATAKA,05574,5574,Nanjangud,619126,619126,Belale,
3550,99,Chitradurga,5810,CHITRADURGA,566,533,CHITRADURGA,217066,HIREGUNTANUR,464,7,Chitradurga,KARNATAKA,05505,5505,Chitradurga,000000,927213,HOSAHALLI UPPARAHATTI,
3595,199,Sakleshpur,5846,ALUR,574,539,HASSAN,218215,TALURU,469,19,Hassan,KARNATAKA,05557,5557,Alur,616300,616300,Samudravalli,
3590,194,Arsikere,5848,ARSIKERE,574,539,HASSAN,218276,LALANAKERE,469,19,Hassan,KARNATAKA,05555,5555,Arsikere,615796,615796,Lalanakere,
3618,58,Sindhanur,5897,SINDHANUR,559,546,RAICHUR,219824,R.H.CAMP,472,4,Koppal,KARNATAKA,05463,5463,Sindhnur,000000,924579,MUCHCHALA CAMP,
3528,213,Heggadadevankote,5886,HEGGADADEVANKOTE,577,545,MYSURU,219464,NOORALAKUPPE,461,15,Chamarajanagar,KARNATAKA,05573,5573,Heggadadevankote,619018,619018,Nuralakuppe,
3556,136,Sira,5911,SIRA,571,548,TUMAKURU,220315,RATNASANDRA,464,7,Chitradurga,KARNATAKA,05533,5533,Sira,000000,917636,GANGANAHALLI,
3612,144,Srinivaspur,5874,SRINIVASPUR,581,542,KOLAR,219046,ARIKUNTE,471,10,Kolar,KARNATAKA,05590,5590,Srinivaspur,621589,621589,Byapalli,
3549,98,Challakere,5809,CHALLAKERE,566,533,CHITRADURGA,217036,NANNIVALA,464,7,Chitradurga,KARNATAKA,05504,5504,Challakere,000000,927063,Ratnagirihatty,
3644,38,Yadgir,5843,SHAHAPUR,580,635,YADGIR,218095,HALGERA,475,3,Raichur,KARNATAKA,05588,5588,Shahpur,621197,621197,Kumnoor,
3645,112,Bhadravati,5898,BHADRAVATI,568,547,SHIVAMOGGA,219856,KAMBADALU HOSURU,476,21,Shivamogga,KARNATAKA,05521,5521,Bhadravati,608648,608648,Thammadihalli,
3633,208,Madikeri,5861,MADIKERI,576,541,KODAGU,218675,KANTHUR MURNAD,474,16,Mysuru,KARNATAKA,05566,5566,Madikeri,617832,617832,Kanthur,
3614,61,Kanakagiri,5875,GANGAVATHI,560,543,KOPPAL,219086,HIREKHEDA,472,4,Koppal,KARNATAKA,05466,5466,Gangawati,601587,601587,Katapur (Khalsa),
3523,31,Nagthan,5794,VIJAYAPURA,557,530,VIJAYAPURA,216541,MAKHANAPUR,460,28,Vijayapura,KARNATAKA,05449,5449,Vijayapura,599065,599065,Makanapur,
3637,56,Devadurga,5893,DEVADURGA,559,546,RAICHUR,219695,MUSTUR,475,3,Raichur,KARNATAKA,05460,5460,Devadurga,600686,600686,Hungunbad,
3614,61,Kanakagiri,5875,GANGAVATHI,560,543,KOPPAL,219091,KARADONA,472,4,Koppal,KARNATAKA,05466,5466,Gangawati,601658,601658,Bunhatti,
3591,195,Belur,5849,BELUR,574,539,HASSAN,218295,BICHODU,469,19,Hassan,KARNATAKA,05554,5554,Belur,615394,615394,Chokanahalli,
3631,212,Hunsur,5887,HUNSUR,577,545,MYSURU,219470,BEEJAGANAHALLI,474,16,Mysuru,KARNATAKA,05570,5570,Hunsur,000000,927088,REDDIKOPPALU,
3621,211,Krishnarajanagara,5888,KRISHNARAJANAGARA,577,545,MYSURU,219515,KARPOORVALLY,473,14,Mandya,KARNATAKA,05571,5571,Krishnarajanagara,000000,927166,KATNALU,
3643,36,Shorapur,5844,SHORAPUR,580,635,YADGIR,218129,DEVATKAL,475,3,Raichur,KARNATAKA,05587,5587,Shorapur,621002,621002,Konal,
3591,195,Belur,5849,BELUR,574,539,HASSAN,218310,KALLERI,469,19,Hassan,KARNATAKA,05554,5554,Belur,615078,615078,Maravathi,
3660,130,Turuvekere,5906,GUBBI,571,548,TUMAKURU,220139,IDAGUR,477,8,Tumakuru,KARNATAKA,05538,5538,Gubbi,611952,611952,Idagoor,
3606,143,Chintamani,5867,CHINTAMANI,582,630,CHIKKABALLAPURA,218858,KATTARIGUPPA,471,10,Kolar,KARNATAKA,05600,5600,Chintamani,624530,624530,Bhaktarahalli,
3623,187,Maddur,5880,MADDUR,573,544,MANDYA,219274,SADOLALU,473,14,Mandya,KARNATAKA,05551,5551,Maddur,614604,614604,Borapura,
3528,213,Heggadadevankote,5886,HEGGADADEVANKOTE,577,545,MYSURU,219452,HYRIGE,461,15,Chamarajanagar,KARNATAKA,05573,5573,Heggadadevankote,618878,618878,Malara,
3581,34,Afzalpur,5836,AFZALPUR,579,538,KALABURAGI,217880,KOGANOOR,468,2,Kalaburagi,KARNATAKA,05581,5581,Afzalpur,620145,620145,Goudgaon,
3626,188,Melukote,5882,MANDYA,573,544,MANDYA,219326,BEVUKAL,473,14,Mandya,KARNATAKA,05550,5550,Mandya,614400,614400,B. Hatna,
3660,130,Turuvekere,5906,GUBBI,571,548,TUMAKURU,220130,CHANDRASHEKARAPURA,477,8,Tumakuru,KARNATAKA,05538,5538,Gubbi,611947,611947,Chandrasekharapura Bagayat,
3593,197,Holenarasipur,5852,HOLENARSIPUR,574,539,HASSAN,218426,MOODALAHIPPE,469,19,Hassan,KARNATAKA,05559,5559,Hole Narsipur,616965,616965,Somanahalli,
3610,145,Mulbagal,5872,MULBAGAL,581,542,KOLAR,218997,EMMENATHA,471,10,Kolar,KARNATAKA,05594,5594,Mulbagal,622960,622960,Gottikunte,
3518,28,Basavana Bagevadi,5793,BASAVANA BAGEWADI,557,530,VIJAYAPURA,216470,ARASHANAGI,460,28,Vijayapura,KARNATAKA,05452,5452,Basavana Bagevadi,599467,599467,Tadalgi,
3617,59,Maski,5897,SINDHANUR,559,546,RAICHUR,219819,KALMANGI,472,4,Koppal,KARNATAKA,05463,5463,Sindhnur,601073,601073,Chikbhergi,
3594,127,Kadur,5803,KADUR,570,532,CHIKKAMAGALURU,216849,CHOWLAHIRIYUR,469,19,Hassan,KARNATAKA,05529,5529,Kadur,609418,609418,Chowlihiriyur,
3647,117,Sagar,5900,SAGAR,568,547,SHIVAMOGGA,219925,MASURU,476,21,Shivamogga,KARNATAKA,05515,5515,Sagar,000000,925053,MANEGHATTA,
3605,147,Bangarapet,5865,BANGARAPET,581,542,KOLAR,218799,GULLAHALLI,471,10,Kolar,KARNATAKA,05593,5593,Bangarapet,622571,622571,Sontiganahalli,
3516,48,Homnabad,5792,HUMNABAD,558,529,BIDAR,216460,NADGAON,459,1,Bidar,KARNATAKA,05458,5458,Homnabad,600296,600296,Kappargaon,
3631,212,Hunsur,5887,HUNSUR,577,545,MYSURU,219471,BILIKERE,474,16,Mysuru,KARNATAKA,05570,5570,Hunsur,618458,618458,Mallinathapura,
3503,88,Hadagalli,5782,HADAGALLI,565,528,BALLARI,216154,KALVI,458,5,Ballari,KARNATAKA,05496,5496,Hadagalli,604613,604613,Kalvi  West,
3514,49,Bidar South,5791,BIDAR,558,529,BIDAR,216432,SINDHOL,459,1,Bidar,KARNATAKA,05457,5457,Bidar,600254,600254,Rajgera,
3612,144,Srinivaspur,5874,SRINIVASPUR,581,542,KOLAR,219062,NELAVANKI,471,10,Kolar,KARNATAKA,05590,5590,Srinivaspur,621501,621501,Doddabandarlahalli,
3592,196,Hassan,5851,HASSAN,574,539,HASSAN,218397,SALAGAME,469,19,Hassan,KARNATAKA,05556,5556,Hassan,615890,615890,Kakkehalli,
3655,134,Koratagere,5913,TUMAKURU,571,548,TUMAKURU,220359,DEVALAAPURA,477,8,Tumakuru,KARNATAKA,05537,5537,Tumakuru,611312,611312,Konthihalli,
3595,199,Sakleshpur,5846,ALUR,574,539,HASSAN,218211,MADABALU,469,19,Hassan,KARNATAKA,05557,5557,Alur,000000,926768,BILAGAVALLI,
3593,197,Holenarasipur,5851,HASSAN,574,539,HASSAN,218371,BASAVAGATTA,469,19,Hassan,KARNATAKA,05556,5556,Hassan,615958,615958,Basavagatta,
3609,149,Malur,5871,MALUR,581,542,KOLAR,218966,DADINAIKANAHALLIDODDI,471,10,Kolar,KARNATAKA,05592,5592,Malur,622268,622268,Tharabahalli,
3550,99,Chitradurga,5810,CHITRADURGA,566,533,CHITRADURGA,217072,JANUKONDA,464,7,Chitradurga,KARNATAKA,05505,5505,Chitradurga,000000,927371,NAYAKARAHATTI,
3590,194,Arsikere,5848,ARSIKERE,574,539,HASSAN,218282,PURALEHALLI,469,19,Hassan,KARNATAKA,05555,5555,Arsikere,615590,615590,Chikkammanahalli,
3517,29,Babaleshwar,5794,VIJAYAPURA,557,530,VIJAYAPURA,216513,BABANAGAR,460,28,Vijayapura,KARNATAKA,05449,5449,Vijayapura,599050,599050,Babanagar,
3606,143,Chintamani,5867,CHINTAMANI,582,630,CHIKKABALLAPURA,218873,RAGUTTAHALLI,471,10,Kolar,KARNATAKA,05600,5600,Chintamani,624407,624407,BOMMALATAPURA,
3654,135,Gubbi,5906,GUBBI,571,548,TUMAKURU,220149,MUGANAYANAKOTE,477,8,Tumakuru,KARNATAKA,05538,5538,Gubbi,611746,611746,Somalapura,
3650,111,Shivamogga Rural,5902,SHIVAMOGGA,568,547,SHIVAMOGGA,219981,ABBALAGERE,476,21,Shivamogga,KARNATAKA,05520,5520,Shivamogga,608440,608440,Mojappana Hosuru,
3581,34,Afzalpur,5836,AFZALPUR,579,538,KALABURAGI,217875,GOURA B,468,2,Kalaburagi,KARNATAKA,05581,5581,Afzalpur,620111,620111,Belundgi,
3650,111,Shivamogga Rural,5902,SHIVAMOGGA,568,547,SHIVAMOGGA,220005,MANDAGATTA,476,21,Shivamogga,KARNATAKA,05520,5520,Shivamogga,608324,608324,Chikkadanavandi,
3661,125,Chikkamagaluru,5802,CHIKKAMAGALURU,570,532,CHIKKAMAGALURU,216810,INDAVARA,478,18,Udupi Chikkamagaluru,KARNATAKA,05530,5530,Chikkamagaluru,609738,609738,Hukkunda,
3661,125,Chikkamagaluru,5802,CHIKKAMAGALURU,570,532,CHIKKAMAGALURU,216823,MALLENAHALLI (BINDIGA),478,18,Udupi Chikkamagaluru,KARNATAKA,05530,5530,Chikkamagaluru,609724,609724,Bindiga,
3637,56,Devadurga,5893,DEVADURGA,559,546,RAICHUR,219689,KOPPAR,475,3,Raichur,KARNATAKA,05460,5460,Devadurga,600607,600607,Hunur,
3591,195,Belur,5848,ARSIKERE,574,539,HASSAN,218271,KARAGUNDA,469,19,Hassan,KARNATAKA,05555,5555,Arsikere,615685,615685,Mannamakanahalli,
3549,98,Challakere,5809,CHALLAKERE,566,533,CHITRADURGA,217016,BUDNAHATTI,464,7,Chitradurga,KARNATAKA,05504,5504,Challakere,605327,605327,Veeradimmanahalli,
3639,55,Manvi,5895,MANVI,559,546,RAICHUR,219736,ATHANUR,475,3,Raichur,KARNATAKA,05462,5462,Manvi,600970,600970,Shakapur,
3532,219,Varuna,5890,NANJANGUD,577,545,MYSURU,219597,NAGARLE,461,15,Chamarajanagar,KARNATAKA,05574,5574,Nanjangud,619208,619208,Saragooru,
3476,153,Yeshvanthapura,5762,BENGALURU SOUTH,572,525,BENGALURU URBAN,215391,THAVEREKERE,454,12,Bengaluru North,KARNATAKA,05543,5543,Bengaluru South,612996,612996,Muddaiahnapalya,
3647,117,Sagar,5900,SAGAR,568,547,SHIVAMOGGA,219926,NADAKALASI,476,21,Shivamogga,KARNATAKA,05515,5515,Sagar,607200,607200,Yalavarsi,
3494,16,Bailhongal,5778,SAVADATHI,555,527,BELAGAVI,216024,SANGRESHKOP,457,25,Belagavi,KARNATAKA,05441,5441,SAVADATTI,598240,598240,Kencharamanahal,
3633,208,Madikeri,5861,MADIKERI,576,541,KODAGU,218674,KALAKERI NIDUGANE,474,16,Mysuru,KARNATAKA,05566,5566,Madikeri,000000,923899,K.BADAGA,
3608,146,Kolar gold field,5870,KOLAR,581,542,KOLAR,218806,KAMMASANDRA,471,10,Kolar,KARNATAKA,00000,7002,K G F,622678,622678,Chinnapalli,
3642,37,Shahapur,5843,SHAHAPUR,580,635,YADGIR,218119,VANADURG,475,3,Raichur,KARNATAKA,05588,5588,Shahpur,621103,621103,Channur Khalsa,
3591,195,Belur,5849,BELUR,574,539,HASSAN,218292,ANUGHATTA,469,19,Hassan,KARNATAKA,05554,5554,Belur,615151,615151,Ballavara,
3528,213,Heggadadevankote,5886,HEGGADADEVANKOTE,577,545,MYSURU,219443,CHAKKODANAHALLI,461,15,Chamarajanagar,KARNATAKA,05573,5573,Heggadadevankote,618874,618874,Chakahalli,
3619,92,Siruguppa,5787,SIRUGUPPA,565,528,BALLARI,216280,KENCHANAGUDDA,472,4,Koppal,KARNATAKA,05499,5499,Siruguppa,604771,604771,Herakal,
3590,194,Arsikere,5848,ARSIKERE,574,539,HASSAN,218258,HABBANAGHATTA,469,19,Hassan,KARNATAKA,05555,5555,Arsikere,615707,615707,Belavathahalli,
3550,99,Chitradurga,5810,CHITRADURGA,566,533,CHITRADURGA,217062,DODDASIDDAVVANAHALLI,464,7,Chitradurga,KARNATAKA,05505,5505,Chitradurga,000000,927184,DANDINAKURUBARAHATTI,
3510,52,Aurad,5788,AURAD,558,529,BIDAR,216296,BELKHUNI (BH),459,1,Bidar,KARNATAKA,05456,5456,Aurad,599999,599999,Belkuni Bhopalgad,
3595,199,Sakleshpur,5846,ALUR,574,539,HASSAN,218211,MADABALU,469,19,Hassan,KARNATAKA,05557,5557,Alur,616307,616307,Kadadaravalli,
3666,123,Sringeri,5807,SRINGERI,570,532,CHIKKAMAGALURU,216959,BEGARU,478,18,Udupi Chikkamagaluru,KARNATAKA,05525,5525,Sringeri,608917,608917,Kumbaragodu,
3556,136,Sira,5911,SIRA,571,548,TUMAKURU,220294,CHINNENAHALLI,464,7,Chitradurga,KARNATAKA,05533,5533,Sira,610512,610512,Haldodderi,
3554,97,Molakalmuru,5809,CHALLAKERE,566,533,CHITRADURGA,217026,GOWDAGERE,464,7,Chitradurga,KARNATAKA,05504,5504,Challakere,000000,926672,HOSAJOGIHATTI,
3630,215,Chamundeshwari,5889,MYSURU,577,545,MYSURU,219533,BOGADI,474,16,Mysuru,KARNATAKA,05572,5572,Mysuru,000000,910321,Bogadhi,
3587,35,Jevargi,5841,JEVARGI,579,538,KALABURAGI,218051,MAGANGERA,468,2,Kalaburagi,KARNATAKA,05586,5586,Jevargi,620800,620800,Magengera,
3595,199,Sakleshpur,5846,ALUR,574,539,HASSAN,218202,BYARAPURA,469,19,Hassan,KARNATAKA,05557,5557,Alur,616388,616388,Kenchanahalli,
3606,143,Chintamani,5867,CHINTAMANI,582,630,CHIKKABALLAPURA,218866,MOODLAGOLLAHALLI,471,10,Kolar,KARNATAKA,05600,5600,Chintamani,000000,925592,SEETHAMAPALLI,
3591,195,Belur,5849,BELUR,574,539,HASSAN,218320,RAJANASIRIYUR,469,19,Hassan,KARNATAKA,05554,5554,Belur,615254,615254,Hullenahalli,
3647,117,Sagar,5900,SAGAR,568,547,SHIVAMOGGA,219927,PADAVAGODU,476,21,Shivamogga,KARNATAKA,05515,5515,Sagar,000000,925057,HIRALE,
3537,139,Gauribidanur,5868,GAURIBIDANUR,582,630,CHIKKABALLAPURA,218902,KURUDI,462,9,Chikkballapur,KARNATAKA,05595,5595,Gauribidanur,623202,623202,Dronakunte,
3631,212,Hunsur,5887,HUNSUR,577,545,MYSURU,219476,DODDA HEJJUR,474,16,Mysuru,KARNATAKA,05570,5570,Hunsur,618398,618398,Veeranahosahalli,
3655,134,Koratagere,5913,TUMAKURU,571,548,TUMAKURU,220375,KESTUR,477,8,Tumakuru,KARNATAKA,05537,5537,Tumakuru,611305,611305,Kodihalli,
3667,126,Tarikere,5808,TARIKERE,570,532,CHIKKAMAGALURU,217006,SIDDARAHALLI,478,18,Udupi Chikkamagaluru,KARNATAKA,05528,5528,Tarikere,609151,609151,Duglapura,
3623,187,Maddur,5880,MADDUR,573,544,MANDYA,219257,K. BELLUR,473,14,Mandya,KARNATAKA,05551,5551,Maddur,614613,614613,K.Bellur,
3666,123,Sringeri,5804,KOPPA,570,532,CHIKKAMAGALURU,216914,TULUVINAKOPPA (KALKERE),478,18,Udupi Chikkamagaluru,KARNATAKA,05526,5526,Koppa,609010,609010,Herambapura,
3595,199,Sakleshpur,5851,HASSAN,574,539,HASSAN,218400,SHANKARANAHALLI,469,19,Hassan,KARNATAKA,05556,5556,Hassan,615851,615851,Gullenahalli,
